id,n_steps,nllik_org,nllik_opp,match_org,match_opp
5e13ff1b94d5eea33e200fce,2,0.5211867094039917,0.5231920897960662,0.6133333333333333,0.6441666666666667
65b84104763d1e7cd0d60507,2,0.34836506843566895,0.5232883036136627,0.73,0.6483333333333333
6646052f36c0bd14aafa0f0f,2,0.4780992269515991,0.5267200231552124,0.63,0.6311666666666668
5ce031fc7f65ee001a985a6b,2,0.5237607955932617,0.5249650418758393,0.63,0.6446666666666667
66c34db91daa2cac0b579ee5,2,0.43957892060279846,0.5327429294586181,0.71,0.6287083333333333
60e20896098befdcf5e59441,2,0.7105243802070618,0.5257953107357025,0.51,0.6355833333333333
66559244530907c5dd7b77be,2,0.7196849584579468,0.5198049783706665,0.5133333333333333,0.6433333333333333
66dae86be0d77b33d6805623,2,0.5324116349220276,0.5256118476390839,0.6566666666666666,0.6442916666666666
61232b43bd4b37c8d76a7b37,2,0.5837360620498657,0.533066326379776,0.6466666666666666,0.6340416666666667
6681e779f60d20a3b2b27bb3,2,0.7864274978637695,0.527367889881134,0.5233333333333333,0.639125
5e7414b9929931398ae59f02,2,0.7056542634963989,0.5217431843280792,0.5633333333333334,0.6483333333333332
612520bd6605794b27e6a0fd,2,0.48199763894081116,0.5346509218215942,0.6733333333333333,0.6337499999999999
66c856fd76895ebe2db7c327,2,0.6229649782180786,0.5283174932003021,0.5833333333333334,0.6330833333333333
666c6160d7613a472a88bc12,2,0.5448988676071167,0.5234287440776825,0.6366666666666667,0.6455
60db30cbbbee552378774e50,2,0.6222734451293945,0.5211228638887405,0.64,0.6426666666666667
65ab079fde17d72bca5e774b,2,0.4367768466472626,0.5284993827342988,0.71,0.6391666666666667
5fbdc4f0784d3f225d8d96d1,2,0.4801918566226959,0.5258283138275146,0.6333333333333333,0.64525
664382feed568375e3bf2618,2,0.48177051544189453,0.5170793473720551,0.6466666666666666,0.6441666666666667
64e114532a07493224e3a5a1,2,0.3950841426849365,0.5223858773708343,0.7166666666666667,0.6473333333333333
5ee9193db78df9119fe4f7c1,2,0.5741462707519531,0.5291582763195037,0.6166666666666667,0.6431666666666667
66ce71d5f8614777651a8931,2,0.599660336971283,0.5266142129898072,0.6233333333333333,0.6409166666666668
669f5d4b56cd9e5a3615a8ed,2,0.49312707781791687,0.525424861907959,0.6366666666666667,0.6385
65dc9f26bed0f87772f68eed,2,0.4092075228691101,0.5356391787528991,0.68,0.622875
65fd910b6214e647ea9c6175,2,0.7092690467834473,0.528507936000824,0.54,0.64275
5d612ae16512d700159face7,2,0.526012122631073,0.531444889307022,0.6,0.6310833333333334
5dd6023dcaee3e5b7ba7a5bc,2,0.2886776030063629,0.5344420790672302,0.8,0.6352083333333334
5e23c2569138e066e7e892f7,2,0.3193241059780121,0.5273432552814483,0.7166666666666667,0.6392916666666666
666ee913519a8d810a4c38d9,2,0.5437478423118591,0.5228379368782043,0.6633333333333333,0.6330833333333332
61190367632a534f9e11b013,2,0.5283631682395935,0.52372505068779,0.6266666666666667,0.64375
60ebfc77adae0f59618d6471,2,0.4345093369483948,0.5376306653022767,0.6833333333333333,0.632875
65391353897d68dd53a067da,2,0.5281123518943787,0.5260641992092132,0.63,0.6400833333333333
66301c9c390de66737e2ae4c,2,0.5458423495292664,0.5323161959648133,0.6333333333333333,0.6340000000000001
5e248b6f0c0b31718a9d3f31,2,0.3784274756908417,0.5255968511104584,0.72,0.63775
66daf1642fab82cb5a1df01b,2,0.5276437401771545,0.53759006857872,0.63,0.628375
5e9fd839311b8018f88c99eb,2,0.7433244585990906,0.5244602680206298,0.52,0.6378333333333334
614f11b6fe832a304632a860,2,0.6357935070991516,0.5189456760883331,0.5833333333333334,0.6290833333333334
5e15bb77e78021b9d45d8cf4,2,0.507605254650116,0.5272854208946228,0.6333333333333333,0.6389166666666667
66cf21fac640537abe16a607,2,0.6945878863334656,0.5209909915924072,0.5166666666666667,0.6410416666666666
607ec7379eac7be04ab448e3,2,0.6200289130210876,0.5229873359203339,0.6133333333333333,0.6395
661564c766603e80ca4c3184,2,0.6426110863685608,0.5267943203449249,0.5566666666666666,0.6409166666666668
5d585e287d795e001788bf4c,2,0.6846901178359985,0.5202401161193848,0.5833333333333334,0.6496250000000001
66378dbfb9c884b35b7c3c09,2,0.46706917881965637,0.5323256134986878,0.64,0.6357499999999999
60e20b0026ccfc52c0877202,2,0.7647460103034973,0.523904687166214,0.49333333333333335,0.644
5c5fbade4cc94200016a5c15,2,0.713068425655365,0.5303588390350342,0.54,0.6423333333333333
666b0a3508c2f3faa9cd0057,2,0.4224315881729126,0.5214405536651612,0.7566666666666667,0.6507083333333333
5faacca24cd0384c1fa08be1,2,0.6678516864776611,0.5260783553123474,0.5333333333333333,0.6358750000000001
5dfbefa35777b591c3999842,2,0.629027783870697,0.5302122950553894,0.5566666666666666,0.6418333333333333
66aa5aaa7f31ee53f61079ac,2,0.4301334023475647,0.5217957437038422,0.6866666666666666,0.6440833333333333
5d65e31c367c8600019f2b13,2,0.46869024634361267,0.5254605233669281,0.71,0.64925
60ce038ef5cec7f1cb716182,2,0.7143748998641968,0.524417382478714,0.5433333333333333,0.64425
66159b3aa54492fae356f2d1,2,0.44144466519355774,0.5248020648956299,0.6666666666666666,0.6455416666666667
669a687aa4b63a61f8f5b07f,2,0.7238913178443909,0.5222933441400528,0.4766666666666667,0.6480416666666666
5f4469a101c96e20702a9ece,2,0.47146326303482056,0.5311377167701721,0.7066666666666667,0.6391666666666667
66715c98b42ef93f2389ce3f,2,0.6284630298614502,0.5230168759822845,0.59,0.6345416666666667
612512862963825fa66941bf,2,0.46973130106925964,0.5242872178554535,0.73,0.6420416666666666
66a4f41f0a2e0870ee52c6bf,2,0.6957178711891174,0.5227390408515931,0.54,0.6415833333333334
6122f17c5f84f0f57feca3e6,2,0.6745314002037048,0.5252635955810547,0.55,0.640875
