id,n_steps_src,n_steps_trg,nllik_org,nllik_opp,match_org,match_opp
5e13ff1b94d5eea33e200fce,2,2,0.6647664398560417,0.7251365200238405,0.55,0.5261250000000001
65b84104763d1e7cd0d60507,2,2,0.318438069873123,0.4915846222598731,0.81,0.6562916666666666
6646052f36c0bd14aafa0f0f,2,2,0.5819486238943647,0.6517965366525524,0.63,0.5775
5ce031fc7f65ee001a985a6b,2,2,0.6208241169122457,0.6637299249228595,0.5666666666666667,0.553375
66c34db91daa2cac0b579ee5,2,2,0.3248254966649153,0.47288611156121485,0.7933333333333333,0.67325
60e20896098befdcf5e59441,2,2,0.6893470918691812,0.7703872821006392,0.54,0.5112083333333333
66559244530907c5dd7b77be,2,2,0.6478348398591426,0.7674275459807661,0.56,0.5345833333333333
66dae86be0d77b33d6805623,2,2,0.5803382483777604,0.6451435809440423,0.55,0.5806666666666667
61232b43bd4b37c8d76a7b37,2,2,0.6695654177837271,0.7634454209879241,0.5533333333333333,0.5157083333333333
6681e779f60d20a3b2b27bb3,2,2,0.6931680279976453,0.7993380196542114,0.5066666666666667,0.4965416666666666
5e7414b9929931398ae59f02,2,2,0.6730335942672809,0.756821574480673,0.4866666666666667,0.5233333333333333
612520bd6605794b27e6a0fd,2,2,0.5092298636418973,0.5822960171784273,0.6033333333333334,0.597125
66c856fd76895ebe2db7c327,2,2,0.6778176111029428,0.7512385819130992,0.48,0.5127916666666666
666c6160d7613a472a88bc12,2,2,0.5666223366767843,0.6349204316138913,0.67,0.5822916666666667
60db30cbbbee552378774e50,2,2,0.6222981761606079,0.7596631213579197,0.5566666666666666,0.5580416666666667
65ab079fde17d72bca5e774b,2,2,0.4660432894228872,0.5900587766600095,0.73,0.5925416666666667
5fbdc4f0784d3f225d8d96d1,2,2,0.44580452062046466,0.554562723173612,0.7233333333333334,0.6095
664382feed568375e3bf2618,2,2,0.5814176621502863,0.6455395154263618,0.6233333333333333,0.5931666666666666
64e114532a07493224e3a5a1,2,2,0.4443202004186383,0.5450002111794776,0.71,0.625
5ee9193db78df9119fe4f7c1,2,2,0.6533210457137266,0.7308081732926099,0.49,0.538
66ce71d5f8614777651a8931,2,2,0.6258336623434048,0.7114147912120108,0.5466666666666666,0.5646666666666667
669f5d4b56cd9e5a3615a8ed,2,2,0.651573243075119,0.7237029223827957,0.53,0.5286666666666667
65dc9f26bed0f87772f68eed,2,2,0.5209240021286027,0.6031133187883408,0.6566666666666666,0.5860833333333334
65fd910b6214e647ea9c6175,2,2,0.6823987814708031,0.763071866419811,0.48,0.5125416666666667
5d612ae16512d700159face7,2,2,0.557019118820739,0.6231665248214158,0.67,0.5955416666666666
5dd6023dcaee3e5b7ba7a5bc,2,2,0.2959727576697206,0.4791457844582102,0.8633333333333333,0.6589583333333333
5e23c2569138e066e7e892f7,2,2,0.37254667223552135,0.5167916870970334,0.7633333333333333,0.626
666ee913519a8d810a4c38d9,2,2,0.5643924449911102,0.6251587093873855,0.6766666666666666,0.580125
61190367632a534f9e11b013,2,2,0.592327709239034,0.6655258544117818,0.5833333333333334,0.5747500000000001
60ebfc77adae0f59618d6471,2,2,0.5647896109234393,0.6418791906707021,0.6433333333333333,0.5862083333333332
65391353897d68dd53a067da,2,2,0.640416717281285,0.7277164045155967,0.5733333333333334,0.5215416666666666
66301c9c390de66737e2ae4c,2,2,0.6019882887867349,0.659808598860536,0.59,0.5670833333333334
5e248b6f0c0b31718a9d3f31,2,2,0.49829453362984905,0.5697153450294185,0.6833333333333333,0.6105
66daf1642fab82cb5a1df01b,2,2,0.6110502409365937,0.6850444424928538,0.5333333333333333,0.5716666666666667
5e9fd839311b8018f88c99eb,2,2,0.6830281594656168,0.7647913869164432,0.5,0.523125
614f11b6fe832a304632a860,2,2,0.6518509617926035,0.717579025781769,0.57,0.545875
5e15bb77e78021b9d45d8cf4,2,2,0.6158818870396193,0.6815534916415487,0.5333333333333333,0.54775
66cf21fac640537abe16a607,2,2,0.6853605629764381,0.7425296950817173,0.5133333333333333,0.513125
607ec7379eac7be04ab448e3,2,2,0.6490079910772696,0.7190749393689891,0.49666666666666665,0.547375
661564c766603e80ca4c3184,2,2,0.5613359896682258,0.6226468241177536,0.62,0.5938333333333332
5d585e287d795e001788bf4c,2,2,0.6655478160101898,0.7454238921083987,0.5366666666666666,0.5328333333333333
66378dbfb9c884b35b7c3c09,2,2,0.627089517899975,0.6711661457222675,0.5633333333333334,0.556125
60e20b0026ccfc52c0877202,2,2,0.6887206285162271,0.8182265989213612,0.47333333333333333,0.5054166666666666
5c5fbade4cc94200016a5c15,2,2,0.6521316872351036,0.7009819840241998,0.5066666666666667,0.5322916666666666
666b0a3508c2f3faa9cd0057,2,2,0.4658107062710337,0.5532053737046012,0.7233333333333334,0.6226666666666667
5faacca24cd0384c1fa08be1,2,2,0.6609994567792594,0.7134347035371214,0.49333333333333335,0.526375
5dfbefa35777b591c3999842,2,2,0.6744094146182817,0.7503022433851303,0.48333333333333334,0.5303333333333333
66aa5aaa7f31ee53f61079ac,2,2,0.4529569091854253,0.5688120958163673,0.7333333333333333,0.6227916666666667
5d65e31c367c8600019f2b13,2,2,0.5577863063142491,0.6246508103726744,0.6166666666666667,0.5820416666666667
60ce038ef5cec7f1cb716182,2,2,0.6864977782690764,0.7608667521471822,0.44666666666666666,0.5081249999999999
66159b3aa54492fae356f2d1,2,2,0.3211674113514057,0.4810547489420392,0.7866666666666666,0.6609166666666667
669a687aa4b63a61f8f5b07f,2,2,0.6860089874235624,0.7576120778808028,0.55,0.5041249999999999
5f4469a101c96e20702a9ece,2,2,0.5107850485122918,0.5996415518374547,0.6766666666666666,0.593125
66715c98b42ef93f2389ce3f,2,2,0.6931564754188102,0.7970070717189464,0.47333333333333333,0.49733333333333335
612512862963825fa66941bf,2,2,0.5398335934419501,0.6150288091982176,0.66,0.6008333333333334
66a4f41f0a2e0870ee52c6bf,2,2,0.6908638242422465,0.8086233589102114,0.54,0.5081666666666667
6122f17c5f84f0f57feca3e6,2,2,0.6744950086890817,0.7433553466263845,0.5266666666666666,0.5183333333333333
5fc4c49da0603a4d5feae548,2,2,0.5376823274810304,0.6404799069310896,0.61,0.584375
64b6b65f87a443a4963be23a,2,2,0.6151215209490206,0.6908324757400582,0.5866666666666667,0.5576666666666666
6659e2d753ad8a42fde08e10,2,2,0.6618140191880083,0.7090544054072501,0.5433333333333333,0.5331250000000001
5ee78cdd0103130133fdb204,2,2,0.6743943820419914,0.7300100459153898,0.5266666666666666,0.5289583333333333
66b616b0db06f7953a7c1e1f,2,2,0.6041229356973622,0.6740003032702047,0.5433333333333333,0.5608333333333333
66c086c91cd54d5495701e9b,2,2,0.6931691080371991,0.8357415866772826,0.5,0.49762500000000004
6006ae13a40ec00348555219,2,2,0.6383427638923501,0.7405374486970269,0.5666666666666667,0.5278750000000001
664c9a37d570871d534dd3c2,2,2,0.6846175648873958,0.7672726438698174,0.51,0.5301666666666667
66a2d042a6eb6d2766577b3f,2,2,0.6431483766072821,0.6773690590976644,0.5633333333333334,0.5525
64f03390a3ce93b12a268959,2,2,0.646874689477501,0.7050873220739101,0.53,0.5369583333333334
