id,z1,z2,alpha,beta,gamma,init_q,n_steps
7b988e81,-0.1088295504450798,0.3730239272117615,0.3166996899629544,9.43167848859499,1.0,0.0,3
572436c0,-1.3595291376113892,1.102464199066162,0.3741165988942728,1.352390760093143,1.0,0.0,3
ea46b470,-2.3042774200439453,2.348322868347168,0.4045283687629392,9.154525420499848,1.0,0.0,3
c7981a48,-0.9844338297843933,1.220346212387085,0.2055289447929872,7.188156670012974,1.0,0.0,3
b0e89a7b,-0.6764470338821411,1.1649622917175293,0.8105752508773478,8.65865299520361,1.0,0.0,3
2a62b1ee,-2.216064929962158,2.3530917167663574,0.2191579423055401,13.994283973552568,1.0,0.0,3
e725b8a2,-0.9243609309196472,1.4304205179214478,0.798951883507342,14.871429239830231,1.0,0.0,3
e8fcda2b,-0.7167397141456604,1.0727142095565796,0.5807868277646971,4.002085603875545,1.0,0.0,3
0026efd0,-2.7360358238220215,2.396434783935547,0.5036235628551365,13.117707053950047,1.0,0.0,3
3ac85f19,-2.489657402038574,2.4523260593414307,0.4990628512473993,12.232123350309111,1.0,0.0,3
640de505,-2.3895106315612793,2.2583975791931152,0.520528931633604,8.4973904501078,1.0,0.0,3
c0d29ae7,-2.4402170181274414,2.3988699913024902,0.2421260181282427,4.507383624860205,1.0,0.0,3
1b1406d1,-1.9692275524139404,1.8663296699523926,0.294468118863092,7.213671815565461,1.0,0.0,3
db5f3a69,-2.2826039791107178,2.2786691188812256,0.4430104430023599,14.350193488896842,1.0,0.0,3
3f0e9628,-2.260126829147339,2.166619062423706,0.8940580393170542,14.819783576654872,1.0,0.0,3
26335a8a,-2.237612247467041,2.200798511505127,0.1736609442090217,8.341597399912738,1.0,0.0,3
6463eaac,-2.320505380630493,2.154332160949707,0.6541382360096416,10.216506776252736,1.0,0.0,3
78f13ad7,-1.6852209568023682,1.6153757572174072,0.1784675517628182,7.521508178704474,1.0,0.0,3
607c8667,-2.467686653137207,2.321192741394043,0.6872073785049309,2.153629650437224,1.0,0.0,3
fd0bb85b,-2.1272213459014893,2.3219001293182373,0.4272516644544507,14.496656440954924,1.0,0.0,3
2aa68752,-2.0290305614471436,1.9111214876174927,0.8919685648979488,1.3497785598095644,1.0,0.0,3
1c95fe5f,-0.7706292271614075,0.9485669732093811,0.520470846573898,1.8020869704221507,1.0,0.0,3
202f6c5b,-2.3907036781311035,2.2894914150238037,0.3819961900411251,11.14750364415774,1.0,0.0,3
1e0de11c,-1.7908639907836914,1.8844363689422607,0.9086247031193572,12.943055993932234,1.0,0.0,3
9ee233c1,-1.3532583713531494,1.3052867650985718,0.4131620831079221,8.015475816846333,1.0,0.0,3
875e17b5,-2.5226287841796875,2.0240871906280518,0.5862845471262811,2.7947914475501707,1.0,0.0,3
056e5bda,-2.3906593322753906,2.21587872505188,0.866504856282386,8.35518262367926,1.0,0.0,3
23a3b5af,-2.316251039505005,2.3176426887512207,0.4654885746136873,8.492600340704655,1.0,0.0,3
7e12de9e,-0.5605229735374451,0.38676536083221436,0.4618299075636296,1.3061327684425228,1.0,0.0,3
22a8366b,-2.210930109024048,2.1336758136749268,0.6251942342521017,10.165626426450723,1.0,0.0,3
e4d65c46,-1.0472493171691895,1.5551528930664062,0.8195925848717208,9.695976869159686,1.0,0.0,3
fe1f4bbe,-2.227961540222168,2.0069825649261475,0.6333805756941654,1.65485525379376,1.0,0.0,3
73964b26,-2.2132515907287598,2.178286075592041,0.5935786100289524,12.96435762469436,1.0,0.0,3
9f3d1271,-2.2365312576293945,2.127216100692749,0.1064163621567729,5.990463154853559,1.0,0.0,3
24f5bc03,-2.3570096492767334,2.3603532314300537,0.9316262387442876,5.971535191387083,1.0,0.0,3
fa50e9a1,-2.6067631244659424,2.4179434776306152,0.6833099792514679,7.091743623435555,1.0,0.0,3
1eb6001e,-2.4415359497070312,2.2116379737854004,0.4102338735020592,11.067820887448084,1.0,0.0,3
ef2ed67b,-1.2727031707763672,1.3807339668273926,0.8353303798815678,14.177575732743282,1.0,0.0,3
4fa9fd47,-2.422893524169922,2.172337055206299,0.7431830697396935,5.132614133151318,1.0,0.0,3
630cf91a,-2.362820625305176,2.274416446685791,0.2138517295827464,13.523042315415855,1.0,0.0,3
bad00667,-2.2730464935302734,2.0420243740081787,0.6419032203026896,12.233833030364664,1.0,0.0,3
ceba6955,-2.2256722450256348,2.2680106163024902,0.5859573322164358,12.614676367665428,1.0,0.0,3
5a920e3b,-0.6202816963195801,1.1411235332489014,0.1005038428210237,9.693372519087424,1.0,0.0,3
3f31cf0b,-2.3364508152008057,2.1815850734710693,0.5700281524963535,10.92953086159111,1.0,0.0,3
1bce7656,-2.3306162357330322,2.4071030616760254,0.8795886181037837,14.81367395760142,1.0,0.0,3
e1836f13,-1.1429651975631714,1.3742351531982422,0.6432427957459148,1.442434404204444,1.0,0.0,3
acd46a7a,-2.601651906967163,2.3640708923339844,0.5874322255883915,9.614063515209926,1.0,0.0,3
e77e09c1,-2.3933191299438477,2.3939883708953857,0.1520068255099562,1.5737853907308232,1.0,0.0,3
4d27de32,-2.6198768615722656,2.44297456741333,0.3565396704294894,7.215963750470648,1.0,0.0,3
3853d35a,-2.3761773109436035,2.313863754272461,0.5284476656611848,9.72388206872997,1.0,0.0,3
21594a92,-0.3104857802391052,0.4661339223384857,0.8096115150378382,2.4058354535530397,1.0,0.0,3
d8125820,-1.8736624717712402,1.8084330558776855,0.9916133468844052,11.85436297031865,1.0,0.0,3
400784ba,-0.6112619042396545,1.1763052940368652,0.2683243142371952,5.043180240299256,1.0,0.0,3
a05f3613,-1.454906940460205,1.3288066387176514,0.1871632848553073,6.267421429553833,1.0,0.0,3
959da733,-2.253234624862671,2.220949649810791,0.4664182973984064,7.733664425794583,1.0,0.0,3
13b6f622,-2.3807032108306885,2.3077993392944336,0.9383603275003533,6.015117829331108,1.0,0.0,3
617b56f8,-0.228462815284729,0.33902662992477417,0.4487426410554267,10.335980580408846,1.0,0.0,3
b381652c,-0.7313455939292908,1.160628318786621,0.2188328682263765,2.400608801146836,1.0,0.0,3
ce08b8c0,-2.0914340019226074,1.6561617851257324,0.2472613283643678,2.986440783082532,1.0,0.0,3
4c897ed5,-2.3327903747558594,2.2732043266296387,0.2493310285892798,10.79840441901022,1.0,0.0,3
da44abf1,-2.7422080039978027,2.4851441383361816,0.1202307668011396,10.21627035198738,1.0,0.0,3
31ae16ac,-1.913887619972229,1.7633311748504639,0.5103420471637722,14.126075685418174,1.0,0.0,3
f0d26544,-0.40590810775756836,0.7377311587333679,0.2502900157136353,6.139565151993374,1.0,0.0,3
e3962ca9,-1.7675797939300537,1.8042373657226562,0.2614491333346076,3.054455095511625,1.0,0.0,3
95f5a85e,-2.494828224182129,2.305291175842285,0.904593657838226,2.062690331787331,1.0,0.0,3
03961964,-2.3533196449279785,2.2243640422821045,0.9446244291900316,14.36180703516271,1.0,0.0,3
390ed607,-2.564213514328003,2.3909788131713867,0.3616027823769093,13.948262749205671,1.0,0.0,3
440d004d,-0.6817662119865417,1.027876615524292,0.3417815915904268,13.700375768026934,1.0,0.0,3
7ae4477a,-2.160144090652466,2.279635429382324,0.5254717651320685,6.296380536516553,1.0,0.0,3
349106b5,-1.3476858139038086,1.64304780960083,0.8145381159019324,6.961927909238416,1.0,0.0,3
8ae540cb,-2.1630327701568604,2.1873598098754883,0.21350967559106,9.699661080229394,1.0,0.0,3
13ab2461,-2.375412702560425,2.4202165603637695,0.9928988382674588,2.3341546057848763,1.0,0.0,3
41ecca42,-2.1855010986328125,2.2127223014831543,0.2024789202808546,14.224201246379648,1.0,0.0,3
b58558a5,-0.3654458522796631,0.6064156293869019,0.8721643435069022,3.137901034819216,1.0,0.0,3
7ef6e4e3,-0.6030693054199219,1.1756747961044312,0.4236028212493417,10.95719641337591,1.0,0.0,3
7daea1ab,-2.3819921016693115,2.4370641708374023,0.6672965771405615,2.0973723713724244,1.0,0.0,3
2c62feb1,-2.0356357097625732,1.9316283464431763,0.2315386250824497,3.8959853823771375,1.0,0.0,3
26ae0382,-1.5171406269073486,1.8225345611572266,0.5405600806832433,12.63503504716123,1.0,0.0,3
c8224eed,-2.4338865280151367,2.4151668548583984,0.6375038644965366,6.335736789366584,1.0,0.0,3
704d3a13,-1.4924030303955078,1.4773085117340088,0.1800754712454456,3.62729301867608,1.0,0.0,3
dab6dc51,-2.4180500507354736,2.080266237258911,0.428305413630343,5.99487091522875,1.0,0.0,3
a9ed133b,-1.2922286987304688,1.5867903232574463,0.7744138445457474,2.290760073221133,1.0,0.0,3
62158966,-2.5681304931640625,2.379822254180908,0.2677754877618878,3.011427448659491,1.0,0.0,3
fb43ab1d,-2.7973101139068604,2.4623939990997314,0.5602285097333416,14.84890803757886,1.0,0.0,3
9129dae6,-2.499922752380371,2.334834337234497,0.6896730801792239,9.684519731003672,1.0,0.0,3
40bc0a06,-2.4058563709259033,2.426802158355713,0.1682766705149186,12.939023371540811,1.0,0.0,3
48c5b669,-2.623342752456665,2.336137533187866,0.4736539194674791,8.326351125900434,1.0,0.0,3
bde78b8d,-1.5808866024017334,1.8212776184082031,0.4149614996135704,4.315257506379533,1.0,0.0,3
9351dfb2,-1.1928598880767822,0.9568319320678711,0.3198722790237449,5.545367726780601,1.0,0.0,3
0f9f510c,-2.3260109424591064,2.2234349250793457,0.7736815868006507,6.431031039692587,1.0,0.0,3
9af87b76,-2.558255434036255,2.338109016418457,0.370561677916307,14.712375091106368,1.0,0.0,3
1fa21ff2,-2.1942970752716064,2.1752941608428955,0.211086356904303,10.245892703817225,1.0,0.0,3
1561d8f1,-0.8701331615447998,1.2137367725372314,0.7899451079180808,8.641194324217809,1.0,0.0,3
d46d5e5d,-1.8370097875595093,1.9057101011276245,0.5229579053072321,8.620610554404546,1.0,0.0,3
1351f214,-2.7195849418640137,2.234358310699463,0.7069426585547811,5.529455068752831,1.0,0.0,3
f120d61c,-1.1642072200775146,0.7581951022148132,0.811931591873571,2.8001149032154267,1.0,0.0,3
6ac8b9d2,-1.7874083518981934,1.1703274250030518,0.6251483827999512,2.886078535069606,1.0,0.0,3
d4833843,-2.509209156036377,2.3009588718414307,0.2921414179155291,12.25857350632954,1.0,0.0,3
051f1389,-2.5992212295532227,2.397855758666992,0.5208372711839663,13.797419358713933,1.0,0.0,3
f6f45356,-2.0666208267211914,1.9280791282653809,0.4195559994524628,6.693490618094251,1.0,0.0,3
b8ab404a,-0.38022756576538086,0.49147742986679077,0.7643941232463863,1.0484658334094743,1.0,0.0,3
6099a13d,-2.409578561782837,2.258798122406006,0.8440740893570831,7.27551961497678,1.0,0.0,3
b8763b41,-2.6757073402404785,2.45668363571167,0.8799702955808828,12.938533445663,1.0,0.0,3
7e75a697,-2.4755728244781494,2.321094036102295,0.8178875396357818,2.957634424886776,1.0,0.0,3
25b22369,-2.5044100284576416,2.18979811668396,0.5283389452741176,3.0724876379599,1.0,0.0,3
727380eb,-2.3037633895874023,2.314321517944336,0.5518142550271112,9.01725112351304,1.0,0.0,3
1477343c,-2.571824312210083,2.4709997177124023,0.2990787376007906,13.310006275723287,1.0,0.0,3
a5afc7f0,-2.304185628890991,2.279282569885254,0.3444625461329481,9.396335490994476,1.0,0.0,3
eadc45d3,-2.485562562942505,2.291168689727783,0.1187931850542832,7.791342092839692,1.0,0.0,3
bdb51b9c,-1.8757638931274414,1.8635021448135376,0.1907067361455442,11.379034751254675,1.0,0.0,3
7e737bbc,-2.3313002586364746,2.1671295166015625,0.9163463467577392,6.868221898577197,1.0,0.0,3
da6694ba,-2.5305702686309814,2.395780563354492,0.4355212878776594,14.11587919765118,1.0,0.0,3
07da3ecf,-1.313676118850708,1.5820934772491455,0.1707595810243456,7.598916625822076,1.0,0.0,3
08812b1c,-1.158743143081665,1.1191167831420898,0.1958235805313827,8.93197060330903,1.0,0.0,3
661514d6,-0.7886000275611877,1.2393040657043457,0.131163184263852,2.2713880823461103,1.0,0.0,3
43b09eff,-0.9846113324165344,1.5232149362564087,0.7774012942400431,3.349343450190175,1.0,0.0,3
92bc7e95,-1.1367356777191162,1.0226719379425049,0.1359925985898557,1.1682235994105945,1.0,0.0,3
36a69d45,-2.2969698905944824,2.211284875869751,0.7972592730427044,10.399693015923622,1.0,0.0,3
a5cb2416,-2.567500114440918,2.3619112968444824,0.7233089103521202,12.003776765647224,1.0,0.0,3
81de3d24,-0.7784316539764404,1.3481478691101074,0.143794213569854,7.3770166829690655,1.0,0.0,3
0e2dd347,-2.006782293319702,1.9347130060195923,0.1223633280900056,2.086075862831385,1.0,0.0,3
99fb3906,-2.38126540184021,2.15889310836792,0.4531267594722322,10.90610645411249,1.0,0.0,3
c9e51c93,-2.2795534133911133,2.378255844116211,0.5227957126449518,7.559495113825993,1.0,0.0,3
0380c1b9,-0.9569522738456726,1.255668044090271,0.762587161186052,8.270700971912905,1.0,0.0,3
10540c59,-1.5765693187713623,1.6563234329223633,0.2191139915239822,12.995024134831514,1.0,0.0,3
022317f1,-2.096733808517456,1.8806207180023193,0.7332286561401881,6.260117943771421,1.0,0.0,3
ac283ffd,-2.6040658950805664,2.341362476348877,0.1769053799493465,12.006594216894062,1.0,0.0,3
92303408,-2.725391387939453,2.4161195755004883,0.5088487577594674,7.608260243468432,1.0,0.0,3
6723c71f,-2.207329750061035,2.1462924480438232,0.9025790929363868,12.169997633281907,1.0,0.0,3
287ae86d,-2.512230157852173,2.325918674468994,0.8525535557472926,4.92298878155956,1.0,0.0,3
7cc854c5,-1.4861140251159668,0.7962130904197693,0.4240181182529621,3.3211803863127844,1.0,0.0,3
a82a2e16,-2.709780216217041,2.4501161575317383,0.3736113625161167,13.112810513519015,1.0,0.0,3
7708a8e5,-2.2324845790863037,2.2126758098602295,0.7705872738595484,9.083631558764312,1.0,0.0,3
f09bf307,-2.7064225673675537,2.5362188816070557,0.8360091551375558,9.314279329914337,1.0,0.0,3
c2f4e8e0,-2.418384552001953,2.222646713256836,0.2066526914802545,12.727127990495047,1.0,0.0,3
426159df,-2.2476303577423096,2.28924560546875,0.8731483370098043,8.287697766888744,1.0,0.0,3
1d6bf585,-1.4883394241333008,2.212529420852661,0.1047047750496813,4.253495265910354,1.0,0.0,3
19961177,-1.0547627210617065,1.009897232055664,0.8295183374267702,5.054213328603671,1.0,0.0,3
b6561610,-2.3995611667633057,2.3381969928741455,0.2424195596966253,9.161122980995652,1.0,0.0,3
13a97da9,-0.39713385701179504,0.6861547231674194,0.3802969779435865,11.681944979578605,1.0,0.0,3
40d6be9e,-2.2936105728149414,2.0320889949798584,0.3073955188956785,3.906327386397863,1.0,0.0,3
4f20737e,-2.35536527633667,2.3089728355407715,0.5135756910237856,8.257594812620589,1.0,0.0,3
c169c000,-2.6852080821990967,2.3644790649414062,0.1056091414087466,10.52775701838339,1.0,0.0,3
f3d7d5c9,-2.813810348510742,2.535003185272217,0.9224207181938472,9.064480478527464,1.0,0.0,3
95d154d4,-1.5878815650939941,1.8755924701690674,0.5179409633817975,11.868182330146126,1.0,0.0,3
4b12dc8d,-2.2310757637023926,2.1123363971710205,0.5626406884459098,10.027317907767866,1.0,0.0,3
bf30e63a,-2.869039297103882,2.459346294403076,0.132387873479975,12.658752450190702,1.0,0.0,3
de3b3454,-2.3441648483276367,2.2205793857574463,0.8720509788348777,3.349666020629831,1.0,0.0,3
a9fcb868,-2.672715663909912,2.463469982147217,0.9851452079226912,13.10459665758744,1.0,0.0,3
875ae746,-2.5403192043304443,2.3710479736328125,0.5901794055515667,13.366268615778909,1.0,0.0,3
5c7b2507,-0.37241271138191223,0.7376558184623718,0.5864525354029569,2.2114213797275357,1.0,0.0,3
3df8b915,-1.1606866121292114,1.6066136360168457,0.4924513150621427,9.132176987305291,1.0,0.0,3
dc5ff55b,-2.3101327419281006,2.2342910766601562,0.5951695339876092,1.1950076972231476,1.0,0.0,3
4380ecd2,-2.288895606994629,2.1719002723693848,0.7049641809723535,9.801603380604494,1.0,0.0,3
727ecd2b,-2.5080649852752686,2.3229868412017822,0.4968827614109763,5.488599787701716,1.0,0.0,3
a2982c68,-2.166795253753662,2.272913932800293,0.4355502077482021,8.519427615691486,1.0,0.0,3
8ca0dd39,-1.6932573318481445,1.8995184898376465,0.1503149653809501,13.933263773074158,1.0,0.0,3
5e1e2674,-1.2263786792755127,0.8770280480384827,0.5174172670902698,9.728441158747444,1.0,0.0,3
9a92b707,-2.573415517807007,2.447833299636841,0.7917266724357205,9.879691488586266,1.0,0.0,3
5576f74e,-0.25108128786087036,0.45838484168052673,0.106222526610098,11.388635940021118,1.0,0.0,3
7da4be00,-0.8472649455070496,0.6100367307662964,0.7165034676620142,2.775518911737564,1.0,0.0,3
e608facf,-2.0994231700897217,2.061798572540283,0.7757454810074791,1.0077054446817604,1.0,0.0,3
73e9201a,-2.210723876953125,2.1743268966674805,0.29251946212146,14.659266913591953,1.0,0.0,3
0764d59a,-2.3606457710266113,2.3256969451904297,0.4837791244474347,13.867254674532385,1.0,0.0,3
fa0d1f48,-0.8141385316848755,0.9361086487770081,0.1427089028025184,2.168320673815733,1.0,0.0,3
e4196c15,-0.588798999786377,1.1480576992034912,0.8823421940200152,9.368992261341369,1.0,0.0,3
9288bc14,-1.535692572593689,1.7766389846801758,0.1976569187005371,7.600919300140425,1.0,0.0,3
e0a7012a,-2.2028849124908447,2.189549446105957,0.6943249228647088,9.78323385752095,1.0,0.0,3
8ab5bcd5,-1.8908655643463135,1.4045865535736084,0.3209827987367467,9.984009247839715,1.0,0.0,3
9dc93207,-2.297663450241089,2.289780616760254,0.1560409973175873,9.214463999485206,1.0,0.0,3
6ffac82a,-1.2153575420379639,1.1933847665786743,0.7814824743512477,12.113820320948909,1.0,0.0,3
7a769645,-2.288815498352051,2.3530609607696533,0.8847241148265017,11.77212131374262,1.0,0.0,3
22bced3d,-2.2970147132873535,2.251797676086426,0.483344211014314,11.004798413266348,1.0,0.0,3
3ce10af9,-1.1224743127822876,1.408617377281189,0.9556383737389552,6.57733270851012,1.0,0.0,3
2df18a92,-2.5401792526245117,2.4355592727661133,0.7253837166026496,14.434248129673664,1.0,0.0,3
e40c1647,-3.051812171936035,2.331592559814453,0.4751957632697764,8.654919587188033,1.0,0.0,3
dd5a2c13,-2.2718303203582764,2.2354416847229004,0.7507090914709373,2.093862335407639,1.0,0.0,3
20ec98be,-0.5104427337646484,1.0227245092391968,0.3873518477803239,14.737680106279894,1.0,0.0,3
610196ab,-2.495511531829834,2.352241277694702,0.2945556063383514,1.4149724120388132,1.0,0.0,3
b33588d0,-2.6602797508239746,2.377302646636963,0.9931115950749254,10.536834467553875,1.0,0.0,3
e6c63ce9,-0.7430942058563232,0.913348376750946,0.2983263847493211,3.743558239079325,1.0,0.0,3
aad42d72,-2.387171506881714,2.1954469680786133,0.492332708192215,4.8555998256876505,1.0,0.0,3
a5462c1c,-2.028033971786499,1.9639496803283691,0.9307799693696804,6.789854247957775,1.0,0.0,3
2ce3150a,-2.7070302963256836,2.46852970123291,0.8503753306466929,12.17194606210049,1.0,0.0,3
78db71c1,-2.515709400177002,2.3619604110717773,0.7567321641822787,8.840806505129516,1.0,0.0,3
b687bd5b,-2.14443039894104,1.9646531343460083,0.3133741358289032,13.55882663968998,1.0,0.0,3
e756b1a0,-1.128166675567627,1.0604006052017212,0.3468248690686358,11.06729409401614,1.0,0.0,3
340c722a,-2.5239925384521484,2.0625381469726562,0.487012917837378,2.4512220362878545,1.0,0.0,3
c1f0344c,-2.327596664428711,2.1602344512939453,0.3338876162298771,14.52289132732895,1.0,0.0,3
da1a36e7,-1.8606436252593994,1.1817686557769775,0.499879911638121,3.647669383820535,1.0,0.0,3
5a50169b,-2.308317184448242,2.041494131088257,0.4416546923929401,4.513380141717489,1.0,0.0,3
23cb8714,-2.3754138946533203,2.0365796089172363,0.7654681844873467,5.9116670083849,1.0,0.0,3
663158c8,-2.490006446838379,2.2360775470733643,0.7904631918930406,7.996309393659663,1.0,0.0,3
67c40b7c,-2.5971474647521973,2.335222005844116,0.3655460815040529,8.450874569132687,1.0,0.0,3
2718a532,-1.29891037940979,0.9361761212348938,0.6250304848631791,4.832278147458885,1.0,0.0,3
40378362,-2.3305342197418213,2.2050042152404785,0.2542428389809892,8.335307586919587,1.0,0.0,3
b4468ee7,-1.693528175354004,1.8370983600616455,0.268997740211239,6.660320493919981,1.0,0.0,3
9ac746df,-0.6884227991104126,1.1245521306991577,0.1634311019393766,13.722778424875248,1.0,0.0,3
b483fdc3,-2.2590816020965576,2.1128554344177246,0.874470978982732,14.878122882898714,1.0,0.0,3
d9f51e25,-2.254201889038086,2.366067409515381,0.7960144804149213,9.404998566345077,1.0,0.0,3
b076b690,-2.2346181869506836,2.1525886058807373,0.2624102017353639,4.432327626929252,1.0,0.0,3
e3ed66af,-2.091991901397705,1.8870527744293213,0.1929600465696404,4.397726349902858,1.0,0.0,3
01bd5634,-2.1955177783966064,2.3151304721832275,0.6736236894280738,13.373133030854865,1.0,0.0,3
7c552fe5,-2.1291449069976807,2.13606595993042,0.7935066821227043,13.831824605125393,1.0,0.0,3
47dcd0d7,-1.4617698192596436,1.488976001739502,0.4856122575808208,13.76630724549928,1.0,0.0,3
772afbc9,-1.8361291885375977,1.187377691268921,0.3503661689906648,6.339258839078971,1.0,0.0,3
67ed7dcb,-2.191810369491577,2.1499404907226562,0.7019458704274024,11.251137985118593,1.0,0.0,3
e51ba72d,-2.325226306915283,2.229680299758911,0.643314694797434,10.971424164792074,1.0,0.0,3
21e742c4,-1.9449756145477295,1.8401437997817993,0.4342375267640616,11.54395453058542,1.0,0.0,3
57105cda,-2.4746899604797363,2.246920347213745,0.5583233718046416,10.112526993972525,1.0,0.0,3
bbea9689,-2.277083396911621,2.3770694732666016,0.3487728769571753,9.483536405785712,1.0,0.0,3
f73df82a,-2.468257188796997,2.2700693607330322,0.7806755144385531,4.426893341601988,1.0,0.0,3
99cd5365,-1.9242286682128906,1.9241303205490112,0.3282126418406492,1.6204117285512296,1.0,0.0,3
cd81a84f,-2.478419780731201,2.124838352203369,0.5933694772167121,5.4160405546169335,1.0,0.0,3
9ae1bc01,-2.419715166091919,2.458582878112793,0.273528213676483,12.375680658506909,1.0,0.0,3
3c48b7f1,-2.3494365215301514,2.023927927017212,0.5951758551820556,12.385630373854273,1.0,0.0,3
b01f58b7,-1.4760372638702393,1.8265742063522339,0.1296692094052015,11.575705731572963,1.0,0.0,3
e07ade71,-2.532665491104126,2.381913661956787,0.7283634034137513,10.655354195126693,1.0,0.0,3
57fe06ef,-1.9874346256256104,1.9487866163253784,0.2305846580929375,4.7709746830042015,1.0,0.0,3
71856bf1,-0.46299201250076294,0.5076643824577332,0.2988131431777969,7.128266928247643,1.0,0.0,3
0c6480f5,-1.9238455295562744,1.864271879196167,0.3169562495453678,13.050087693694628,1.0,0.0,3
57dcdb32,-2.6480135917663574,2.4617996215820312,0.5611685944419168,3.985642299551429,1.0,0.0,3
a8023603,-1.528442621231079,1.0406023263931274,0.1090688948192483,3.832186416067241,1.0,0.0,3
5b09b048,-0.16685819625854492,0.6438705921173096,0.4757167555876193,6.329062243768709,1.0,0.0,3
177a1056,-0.6917744874954224,0.8923864960670471,0.1135575255475788,4.878008296703332,1.0,0.0,3
c5d1dcbe,-2.43837833404541,2.3791556358337402,0.591921800884989,6.602869548257353,1.0,0.0,3
2656e5f1,-2.212350845336914,2.0129711627960205,0.2131414961174857,6.020955213037329,1.0,0.0,3
9070dc83,-2.4917993545532227,2.4118332862854004,0.8715640846137453,7.838001310218654,1.0,0.0,3
7645f80e,-1.817549228668213,1.838697075843811,0.1007484299912544,2.32729948326412,1.0,0.0,3
ba085d1e,-2.562065601348877,2.322265148162842,0.4583935022532204,11.77221191281161,1.0,0.0,3
7f8ee17f,-0.45996278524398804,1.0405970811843872,0.1231515736398698,4.849685342149032,1.0,0.0,3
00eb0806,-2.533688545227051,2.4051601886749268,0.4279341388851191,6.223901125435908,1.0,0.0,3
9757af0a,-2.5852842330932617,2.4709036350250244,0.4461758939006326,4.500756897317181,1.0,0.0,3
e021319d,-1.0666778087615967,1.558706283569336,0.144555451052004,1.330758575029385,1.0,0.0,3
a559f1bd,-1.2751353979110718,1.480419397354126,0.3296413246096915,13.22002916972082,1.0,0.0,3
1152a7fa,-0.8482892513275146,1.2810155153274536,0.484497956997743,3.857718369256485,1.0,0.0,3
3a40055b,-2.366464376449585,2.4073972702026367,0.6258256583444224,11.929656034216183,1.0,0.0,3
da78cca6,-2.06840443611145,1.999218225479126,0.6657640178761213,4.984418769565526,1.0,0.0,3
274808f4,-2.662386655807495,2.30481219291687,0.6917049904291929,4.486039989298261,1.0,0.0,3
750bb3d0,-2.3712310791015625,2.050649404525757,0.1221031904854445,9.834704882220096,1.0,0.0,3
7aba8dbb,-2.1099090576171875,2.0240635871887207,0.2357213345585169,10.204824885773371,1.0,0.0,3
ddd881ba,-2.266608715057373,2.0675973892211914,0.318821162391225,1.5778513880360203,1.0,0.0,3
8511c34c,-1.618505835533142,1.0205813646316528,0.5626563149578955,3.591800743230836,1.0,0.0,3
87e8978c,-0.9992210268974304,1.0352762937545776,0.2560328465693459,1.4430311522167705,1.0,0.0,3
05ed0875,-2.272475242614746,1.9886804819107056,0.5082270963764189,1.213091144672542,1.0,0.0,3
bdd95e85,-1.4127840995788574,1.068230390548706,0.365872511570865,9.54105141864994,1.0,0.0,3
391c9da3,-2.691110372543335,2.4392080307006836,0.755776017040789,6.697429092308019,1.0,0.0,3
2ad1c73b,-2.265827178955078,1.6363627910614014,0.4826016114857412,6.682336192434462,1.0,0.0,3
6d6c1b3c,-2.38834547996521,2.265700340270996,0.2353694401163033,13.434487680133705,1.0,0.0,3
32f9649a,-2.369835615158081,2.3581089973449707,0.5375860159353032,14.759477854950974,1.0,0.0,3
