id,agent,alpha,beta,gamma,init_q,nllik,n_steps
5dd6023dcaee3e5b7ba7a5bc,25,0.6305866751627631,5.7846658367011505,0.999,0.001,0.2959727576697206,2
5e23c2569138e066e7e892f7,26,0.22764771899165226,7.3670722861915605,0.999,0.001,0.37254667223552135,2
666ee913519a8d810a4c38d9,27,0.2900548238572421,3.6478944692017685,0.999,0.001,0.5643924449911102,2
61190367632a534f9e11b013,28,0.20527629882985585,3.059210009573427,0.999,0.001,0.5923277092390341,2
60ebfc77adae0f59618d6471,29,0.2331643354797473,3.356884644268592,0.999,0.001,0.5647896109234393,2
65391353897d68dd53a067da,30,0.999,1.4254068840249186,0.001,0.32092357211502226,0.640416717281285,2
66301c9c390de66737e2ae4c,31,0.20121865012790133,3.5495766179390844,0.999,0.001,0.6019882887867349,2
5e248b6f0c0b31718a9d3f31,32,0.5942166700509491,3.481283793689227,0.999,0.001,0.49829453362984905,2
66daf1642fab82cb5a1df01b,33,0.18076121026817657,2.6774358713132673,0.999,0.001,0.6110502409365937,2
5e9fd839311b8018f88c99eb,34,0.999,0.43828006678228415,0.999,0.001,0.6830281594656168,2
614f11b6fe832a304632a860,35,0.23955862439756748,1.9199499287201511,0.999,0.001,0.6518509617926035,2
5e15bb77e78021b9d45d8cf4,36,0.7440064495628789,1.7745514769857726,0.999,0.001,0.6158818870396193,2
66cf21fac640537abe16a607,37,0.9898516143475585,0.39873538830601835,0.999,0.999,0.6853605629764381,2
607ec7379eac7be04ab448e3,38,0.8813497039860656,1.0728032734492448,0.999,0.001,0.6490079910772696,2
661564c766603e80ca4c3184,39,0.38197735713725944,2.8772872263483076,0.999,0.001,0.5613359896682258,2
5d585e287d795e001788bf4c,40,0.06007470785078737,4.343892990570099,0.999,0.001,0.6655478160101898,2
66378dbfb9c884b35b7c3c09,41,0.4973983303672472,2.1596139750919834,0.999,0.18516894268694192,0.6270895178999749,2
60e20b0026ccfc52c0877202,42,0.999,0.3567079373884688,0.001,0.999,0.6887206285162271,2
5c5fbade4cc94200016a5c15,43,0.23752626424035603,2.6834761036691392,0.999,0.001,0.6521316872351036,2
666b0a3508c2f3faa9cd0057,44,0.43625662017870537,3.7044455739452418,0.999,0.001,0.4658107062710337,2
5faacca24cd0384c1fa08be1,45,0.08262157605034842,5.119419247527375,0.7569389884334823,0.3949238116516731,0.6609994567792593,2
5dfbefa35777b591c3999842,46,0.8667837892891178,0.6881511097284075,0.999,0.999,0.6744094146182817,2
66aa5aaa7f31ee53f61079ac,47,0.19781721635246097,4.799242618380334,0.999,0.001,0.45295690918542525,2
5d65e31c367c8600019f2b13,48,0.5869131065591083,2.9574515622205837,0.7711258439373834,0.001,0.5577863063142491,2
60ce038ef5cec7f1cb716182,49,0.4062073352474205,0.7245307163495106,0.999,0.001,0.6864977782690764,2
66159b3aa54492fae356f2d1,50,0.3297079665768346,6.501929063633893,0.8509242862498178,0.001,0.3211674113514057,2
669a687aa4b63a61f8f5b07f,51,0.08027503637156296,3.402132943930237,0.999,0.999,0.6860089874235625,2
5f4469a101c96e20702a9ece,52,0.28145075305288125,4.222441058160428,0.999,0.001,0.5107850485122918,2
66715c98b42ef93f2389ce3f,53,0.5,0.001,0.999,0.5,0.6931564754188102,2
612512862963825fa66941bf,54,0.32226414928242764,3.4527598188495063,0.999,0.001,0.5398335934419501,2
66a4f41f0a2e0870ee52c6bf,55,0.999,0.21201191059885344,0.999,0.001,0.6908638242422465,2
6122f17c5f84f0f57feca3e6,56,0.19397572179490316,2.8055617759315044,0.999,0.999,0.6744950086890817,2
5fc4c49da0603a4d5feae548,57,0.12382027493438028,4.925932127136031,0.999,0.001,0.5376823274810304,2
64b6b65f87a443a4963be23a,58,0.47404757934250635,1.8238521216332468,0.999,0.001,0.6151215209490205,2
6659e2d753ad8a42fde08e10,59,0.5079651243564387,1.5698655303383113,0.999,0.001,0.6618140191880083,2
5ee78cdd0103130133fdb204,60,0.999,0.6103845985173366,0.999,0.5068982003627955,0.6743943820419914,2
66b616b0db06f7953a7c1e1f,61,0.6922962795442871,1.9044609460383426,0.999,0.001,0.6041229356973622,2
66c086c91cd54d5495701e9b,62,0.49998752109326594,0.001,0.999,0.4999830579967294,0.6931691080371991,2
6006ae13a40ec00348555219,63,0.05790179363803142,4.473802676982468,0.999,0.001,0.6383427638923501,2
664c9a37d570871d534dd3c2,64,0.7803939277310299,0.6103862424516672,0.5949356359896117,0.999,0.6846175648873958,2
66a2d042a6eb6d2766577b3f,65,0.18772790633875405,3.1441398521393706,0.999,0.0982844115695774,0.643148376607282,2
64f03390a3ce93b12a268959,66,0.39539145166217843,2.327300567942142,0.001,0.001,0.646874689477501,2
5e39cf6d0331aa07667a58ae,67,0.5448849611082035,2.975023890314545,0.7536266421496888,0.14775897472230157,0.601078119292918,2
5ed9c3054268815691ed0e2c,68,0.5537936883355321,4.315148487901341,0.999,0.14566211773053594,0.49595772800389426,2
61267b828ead584bcf092e35,69,0.20885581155383298,10.219223800490198,0.999,0.13369627070174794,0.3753449814930578,2
5d251b0c86fe240017764b36,70,0.5484967773343495,1.9250685854849183,0.999,0.001,0.5984650785714737,2
603e8ed1b54e6cf4fafcaa1a,71,0.15698460051375443,4.891480325857825,0.999,0.001,0.513178787288248,2
66d0a027b8886581c95f2768,72,0.6259691813727634,3.8643773028699306,0.999,0.012425665772193117,0.49698193966586585,2
5d7df958cb6cf00001399929,73,0.4686384021567234,4.640318581105268,0.999,0.024931997761244152,0.4181510059456446,2
6630ec3fa1752b4b2743c4cc,74,0.14102070642268463,10.834486766632727,0.999,0.09523720389897336,0.4101736853139378,2
66fc6d168db73b4d68af6cfb,75,0.30777623280748345,5.166837912066474,0.999,0.001,0.5031104495580719,2
65a9ca4a57dfdc3964333913,76,0.6012888517175563,4.542602115813487,0.9076341714527629,0.001,0.471129707992996,2
615e056d45156d8d481b5856,77,0.397977127241145,3.482364194847665,0.999,0.001,0.5262117257398957,2
5f1f459122764312bfbe265e,78,0.3875165219475677,6.203456122663558,0.999,0.001,0.24512725333864854,2
661094be457866d2fd65a77d,79,0.9876632709671094,1.976599718195632,0.3480625604413777,0.001,0.5920111482590222,2
66cf32c269c7951c97de25fc,80,0.4319012482374893,3.4821763672461334,0.999,0.07137786409938697,0.5455545084010227,2
5e13ff1b94d5eea33e200fce,0,0.8501838460003952,0.6387915962468459,0.001,0.2399187986476575,0.6871847658927211,3
65b84104763d1e7cd0d60507,1,0.37771066369385004,4.358100814246632,0.999,0.001,0.5139652378443795,3
6646052f36c0bd14aafa0f0f,2,0.36742009892108257,3.360916387589012,0.999,0.001,0.5644629315946218,3
5ce031fc7f65ee001a985a6b,3,0.6673948558273837,1.7492385778874697,0.999,0.001,0.6271390183313716,3
66c34db91daa2cac0b579ee5,4,0.17230731815502795,2.228908700400051,0.999,0.001,0.658984544140677,3
60e20896098befdcf5e59441,5,0.11331495795888867,1.8845224852632363,0.999,0.001,0.6841190043351483,3
66559244530907c5dd7b77be,6,0.49997885025148714,0.001,0.9989970135000787,0.4999958144592182,0.6931522912450852,3
66dae86be0d77b33d6805623,7,0.25469825737285207,4.018877356532958,0.999,0.001,0.5595707837246209,3
61232b43bd4b37c8d76a7b37,8,0.2803448139199143,1.8005441718890132,0.999,0.001,0.6708100501438687,3
6681e779f60d20a3b2b27bb3,9,0.09797819131189858,2.7371388959152583,0.999,0.001,0.6735232308130581,3
5e7414b9929931398ae59f02,10,0.1289748176652827,4.541426864303814,0.999,0.5068343484586967,0.6589476378035471,3
612520bd6605794b27e6a0fd,11,0.23495435022080366,3.3068106717690284,0.999,0.001,0.6042725039853774,3
66c856fd76895ebe2db7c327,12,0.26644270459124736,1.7301317320758443,0.8512786073805337,0.23550800559333432,0.6834893534105153,3
666c6160d7613a472a88bc12,13,0.7030707575283559,2.834872977652936,0.999,0.001,0.5338908960181376,3
60db30cbbbee552378774e50,14,0.8896701533844383,1.0482890650548402,0.1359927378596591,0.001,0.6771099718573012,3
65ab079fde17d72bca5e774b,15,0.14283270768673964,4.706335318672083,0.999,0.001,0.6073932400415657,3
5fbdc4f0784d3f225d8d96d1,16,0.3271356273531842,5.288554237313859,0.999,0.001,0.466394630219459,3
664382feed568375e3bf2618,17,0.3750033495384885,4.724355964140338,0.999,0.001,0.5018642262651104,3
64e114532a07493224e3a5a1,18,0.18130626370540975,4.221250910985671,0.999,0.001,0.5885513975974276,3
5ee9193db78df9119fe4f7c1,19,0.3412129011682564,1.5191195958686055,0.8756045704004284,0.001,0.6761033362774976,3
66ce71d5f8614777651a8931,20,0.39699040517265416,2.4343454608376542,0.999,0.001,0.6309924297063315,3
669f5d4b56cd9e5a3615a8ed,21,0.48416191505601347,1.1068242300951983,0.999,0.001,0.6776067913535144,3
65dc9f26bed0f87772f68eed,22,0.39597609299138,3.3223122955581355,0.999,0.005070952099494912,0.5801760277987608,3
65fd910b6214e647ea9c6175,23,0.26065287577723417,1.57561837658767,0.999,0.001,0.6786795226500328,3
5d612ae16512d700159face7,24,0.48089911394833107,0.8111644176839322,0.999,0.001,0.6857177961568436,3
5dd6023dcaee3e5b7ba7a5bc,25,0.4913689202990393,5.131073392441222,0.999,0.001,0.4161394943399784,3
5e23c2569138e066e7e892f7,26,0.401222617358573,6.5258985931337845,0.999,0.001,0.4240569351302382,3
666ee913519a8d810a4c38d9,27,0.7302255237744001,0.5707121710173281,0.999,0.001,0.6858910724659244,3
61190367632a534f9e11b013,28,0.2526909689900668,3.584104661856637,0.999,0.001,0.6004467568337386,3
60ebfc77adae0f59618d6471,29,0.37707269010885885,3.4603190953308705,0.999,0.001,0.5275974234808184,3
65391353897d68dd53a067da,30,0.999,0.6567888936776107,0.999,0.4899700687509724,0.6741632027103274,3
66301c9c390de66737e2ae4c,31,0.34309078705670665,3.52798380336415,0.999,0.001,0.5271172492364274,3
5e248b6f0c0b31718a9d3f31,32,0.13688324784052244,7.526150980568133,0.999,0.14016067749646482,0.5945341152946853,3
66daf1642fab82cb5a1df01b,33,0.1472300966078118,4.5950405397400536,0.999,0.001,0.6119588527959119,3
5e9fd839311b8018f88c99eb,34,0.49489186129970075,1.1029990161131313,0.999,0.001,0.6786259533307784,3
614f11b6fe832a304632a860,35,0.39624831512223274,1.5645240701036693,0.999,0.001,0.6586646694338343,3
5e15bb77e78021b9d45d8cf4,36,0.3283250573251692,2.179260995322546,0.999,0.001,0.6442383709187219,3
66cf21fac640537abe16a607,37,0.8091235260885921,1.517402971414057,0.999,0.16028234147257459,0.6354020927271402,3
607ec7379eac7be04ab448e3,38,0.7454432814892433,1.3404798373166562,0.999,0.001,0.650445061747043,3
661564c766603e80ca4c3184,39,0.30097949015793546,2.139468234699118,0.999,0.001,0.6291672316620032,3
5d585e287d795e001788bf4c,40,0.20271365045661757,1.9962053467994794,0.999,0.001,0.6722696112220514,3
66378dbfb9c884b35b7c3c09,41,0.999,0.6322540891196509,0.5387611933207513,0.001,0.6812634881241765,3
60e20b0026ccfc52c0877202,42,0.9217224159749374,0.22905045230634158,0.999,0.23790559447655635,0.6915663913027548,3
5c5fbade4cc94200016a5c15,43,0.08662014274856782,2.3215466782071124,0.999,0.001,0.6889239913691901,3
666b0a3508c2f3faa9cd0057,44,0.19109880852845182,3.332254571377053,0.999,0.001,0.6249132139908276,3
5faacca24cd0384c1fa08be1,45,0.09688773874674318,0.759388516773093,0.999,0.001,0.6917722950450507,3
5dfbefa35777b591c3999842,46,0.999,0.5207385031532561,0.999,0.001,0.6803259700028527,3
66aa5aaa7f31ee53f61079ac,47,0.29009163940678906,3.9130341472490087,0.999,0.001,0.5971003797006016,3
5d65e31c367c8600019f2b13,48,0.7919064113150228,2.399363203729087,0.5924337911759285,0.001,0.6168105035109118,3
60ce038ef5cec7f1cb716182,49,0.49997881694479657,0.001,0.999,0.4999909405801646,0.6931495366717453,3
66159b3aa54492fae356f2d1,50,0.11767547975294619,6.822982698707879,0.999,0.001,0.5298688159549994,3
669a687aa4b63a61f8f5b07f,51,0.3679389610094013,0.274506172253325,0.999,0.001,0.6921527607416698,3
5f4469a101c96e20702a9ece,52,0.26764337876898064,3.9925316439587326,0.999,0.001,0.5609947163230522,3
66715c98b42ef93f2389ce3f,53,0.3028843035032496,1.5805188911157648,0.999,0.001,0.6681651600600151,3
612512862963825fa66941bf,54,0.20655340493226862,2.0661423195697766,0.999,0.001,0.6743609352573448,3
66a4f41f0a2e0870ee52c6bf,55,0.32986706551950895,1.2261628650575485,0.999,0.001,0.6844417814158339,3
6122f17c5f84f0f57feca3e6,56,0.999,0.49198063758089744,0.3702684580373284,0.999,0.6870483698427395,3
5fc4c49da0603a4d5feae548,57,0.29685650551552106,2.6725042259423044,0.999,0.001,0.6263888911582277,3
64b6b65f87a443a4963be23a,58,0.37854136162566115,1.542746003976089,0.999,0.001,0.672992347296216,3
6659e2d753ad8a42fde08e10,59,0.24423651485467954,4.295138028045385,0.999,0.001,0.5136043698721459,3
5ee78cdd0103130133fdb204,60,0.5149193742745004,1.9423018080552892,0.999,0.23972575839123167,0.6532624128293159,3
66b616b0db06f7953a7c1e1f,61,0.5740571263592437,1.0420621974541193,0.999,0.001,0.6754803213779196,3
66c086c91cd54d5495701e9b,62,0.4999674593633118,0.001,0.9989947597473501,0.49998985256160594,0.6931637034587884,3
6006ae13a40ec00348555219,63,0.10445024566868964,2.455244576117993,0.999,0.001,0.678146050980381,3
664c9a37d570871d534dd3c2,64,0.806297044854905,0.7431268626373743,0.9924997240367228,0.001,0.6809433977295427,3
66a2d042a6eb6d2766577b3f,65,0.2915715182367848,3.0502019379182315,0.999,0.001,0.6216125799545101,3
64f03390a3ce93b12a268959,66,0.12123853285034504,2.838064059390047,0.999,0.001,0.6620662318175226,3
5e39cf6d0331aa07667a58ae,67,0.32776608067125296,3.403859581712399,0.999,0.001,0.5631831659086726,3
5ed9c3054268815691ed0e2c,68,0.48739126654656467,2.833688926326726,0.999,0.001,0.5698545074556318,3
61267b828ead584bcf092e35,69,0.3216360886723194,7.365006163533225,0.999,0.001,0.281579568377349,3
5d251b0c86fe240017764b36,70,0.2771049035668967,2.477725936248703,0.999,0.001,0.6399569155712013,3
603e8ed1b54e6cf4fafcaa1a,71,0.23113754060343827,3.958957168460754,0.999,0.001,0.5885518426381101,3
66d0a027b8886581c95f2768,72,0.3826845045182133,3.037328018759985,0.999,0.001,0.5828370167782266,3
5d7df958cb6cf00001399929,73,0.6920731743752857,2.420477919733269,0.999,0.001,0.5728670744489407,3
6630ec3fa1752b4b2743c4cc,74,0.28538177876978227,6.3894326381582145,0.999,0.001,0.35138925994389514,3
66fc6d168db73b4d68af6cfb,75,0.4753558154990538,4.363158693628227,0.999,0.0800756609751084,0.49205769954665346,3
65a9ca4a57dfdc3964333913,76,0.19764921359658436,4.979337784402721,0.999,0.001,0.5469688902125592,3
615e056d45156d8d481b5856,77,0.8390785307716011,0.8274978029367396,0.001,0.001,0.6841007874588483,3
5f1f459122764312bfbe265e,78,0.2509232229028078,6.211136969162669,0.999,0.001,0.38547486164618666,3
661094be457866d2fd65a77d,79,0.2434558125459142,2.2579969822718065,0.999,0.001,0.6592370391329501,3
66cf32c269c7951c97de25fc,80,0.4334075895998784,2.3356045722029557,0.999,0.001,0.6118095887804835,3
