n_steps_src,n_steps_trg,target_id,source_id,nllik,match,z1,z2,z_dist
2,3,5e13ff1b94d5eea33e200fce,5e13ff1b94d5eea33e200fce,0.4206056594848633,0.7044444444444444,0.1205913200974464,-0.8454790115356445,0.0
2,3,5e13ff1b94d5eea33e200fce,65b84104763d1e7cd0d60507,0.6907890439033508,0.6044444444444445,1.2102452516555786,-2.111034393310547,1.6700227887365828
2,3,5e13ff1b94d5eea33e200fce,6646052f36c0bd14aafa0f0f,0.6594945192337036,0.58,1.172717809677124,-2.018834590911865,1.5759865055667706
2,3,5e13ff1b94d5eea33e200fce,5ce031fc7f65ee001a985a6b,0.641861081123352,0.6088888888888889,1.1480631828308103,-1.950440764427185,1.5088535064948865
2,3,5e13ff1b94d5eea33e200fce,66c34db91daa2cac0b579ee5,0.6288285851478577,0.6266666666666667,1.1114845275878906,-1.891800880432129,1.4410616926355833
2,3,5e13ff1b94d5eea33e200fce,60e20896098befdcf5e59441,0.5577777624130249,0.6444444444444445,0.8872079253196716,-1.5087629556655884,1.0137290614079402
2,3,5e13ff1b94d5eea33e200fce,66559244530907c5dd7b77be,0.5060758590698242,0.6266666666666667,0.6630032062530518,-1.2239058017730713,0.6613754529858836
2,3,5e13ff1b94d5eea33e200fce,66dae86be0d77b33d6805623,0.6499080657958984,0.6022222222222222,1.154495358467102,-1.9838905334472656,1.537835606876826
2,3,5e13ff1b94d5eea33e200fce,61232b43bd4b37c8d76a7b37,0.6603296995162964,0.5933333333333334,1.1723802089691162,-2.0217292308807373,1.5779177561784645
2,3,5e13ff1b94d5eea33e200fce,6681e779f60d20a3b2b27bb3,0.4351621866226196,0.6644444444444444,0.2383256703615188,-0.7914463877677917,0.12954111958502448
2,3,5e13ff1b94d5eea33e200fce,5e7414b9929931398ae59f02,0.539561927318573,0.5866666666666667,0.8169350624084473,-1.399523377418518,0.8898650273059645
2,3,5e13ff1b94d5eea33e200fce,612520bd6605794b27e6a0fd,0.6538150310516357,0.5688888888888889,1.158770203590393,-1.998268485069275,1.5513668052464593
2,3,5e13ff1b94d5eea33e200fce,66c856fd76895ebe2db7c327,0.5794816017150879,0.6422222222222222,0.9689289927482604,-1.6238006353378296,1.1512868265192084
2,3,5e13ff1b94d5eea33e200fce,666c6160d7613a472a88bc12,0.6228983402252197,0.6066666666666667,1.109872817993164,-1.858964920043945,1.4162738325704143
2,3,5e13ff1b94d5eea33e200fce,60db30cbbbee552378774e50,0.5989156365394592,0.5644444444444444,1.0261411666870115,-1.7338281869888306,1.268536472548874
2,3,5e13ff1b94d5eea33e200fce,65ab079fde17d72bca5e774b,0.6791579723358154,0.6311111111111111,1.194188952445984,-2.0797197818756104,1.6358368364093585
2,3,5e13ff1b94d5eea33e200fce,5fbdc4f0784d3f225d8d96d1,0.6909267902374268,0.6,1.207987666130066,-2.1111788749694824,1.6686602283453418
2,3,5e13ff1b94d5eea33e200fce,664382feed568375e3bf2618,0.6404780149459839,0.5955555555555555,1.144992470741272,-1.9447139501571653,1.5025695217615231
2,3,5e13ff1b94d5eea33e200fce,64e114532a07493224e3a5a1,0.6683356165885925,0.6244444444444445,1.1915894746780396,-2.0466725826263428,1.6093175703833784
2,3,5e13ff1b94d5eea33e200fce,5ee9193db78df9119fe4f7c1,0.6128878593444824,0.6088888888888889,1.0719314813613892,-1.8097387552261357,1.3545644893233235
2,3,5e13ff1b94d5eea33e200fce,66ce71d5f8614777651a8931,0.6054758429527283,0.5533333333333333,1.0632365942001345,-1.760877251625061,1.3139764270134122
2,3,5e13ff1b94d5eea33e200fce,669f5d4b56cd9e5a3615a8ed,0.604758620262146,0.6044444444444445,0.8260100483894348,-1.612541675567627,1.0421135795952992
2,3,5e13ff1b94d5eea33e200fce,65dc9f26bed0f87772f68eed,0.681581974029541,0.5755555555555556,1.2072848081588743,-2.0860884189605717,1.6492466276413427
2,3,5e13ff1b94d5eea33e200fce,65fd910b6214e647ea9c6175,0.6000931859016418,0.6,1.044000506401062,-1.7332578897476196,1.2809511551769717
2,3,5e13ff1b94d5eea33e200fce,5d612ae16512d700159face7,0.6294679641723633,0.5933333333333334,1.1040416955947876,-1.891868472099304,1.4360033232010876
2,3,5e13ff1b94d5eea33e200fce,5dd6023dcaee3e5b7ba7a5bc,0.7100343704223633,0.5844444444444444,1.2216912508010864,-2.1555774211883545,1.7113675526812235
2,3,5e13ff1b94d5eea33e200fce,5e23c2569138e066e7e892f7,0.6996126770973206,0.5688888888888889,1.2203550338745115,-2.1327478885650635,1.6930863498089233
2,3,5e13ff1b94d5eea33e200fce,666ee913519a8d810a4c38d9,0.5730726718902588,0.5977777777777777,0.912038028240204,-1.5963330268859863,1.090948964983119
2,3,5e13ff1b94d5eea33e200fce,61190367632a534f9e11b013,0.6761401891708374,0.5711111111111111,1.1884504556655884,-2.070763349533081,1.6253137673563698
2,3,5e13ff1b94d5eea33e200fce,60ebfc77adae0f59618d6471,0.6931443214416504,0.5977777777777777,1.2070714235305786,-2.116222381591797,1.6718934558451195
2,3,5e13ff1b94d5eea33e200fce,65391353897d68dd53a067da,0.6668254733085632,0.6,1.1923978328704834,-2.0406501293182373,1.605366999039282
2,3,5e13ff1b94d5eea33e200fce,66301c9c390de66737e2ae4c,0.6521974802017212,0.5822222222222222,1.1665232181549072,-1.9915348291397093,1.5515854705552652
2,3,5e13ff1b94d5eea33e200fce,5e248b6f0c0b31718a9d3f31,0.6788766980171204,0.58,1.196971774101257,-2.079186201095581,1.6372624442444548
2,3,5e13ff1b94d5eea33e200fce,66daf1642fab82cb5a1df01b,0.6607972383499146,0.6044444444444445,1.16956627368927,-2.022991895675659,1.5769860638505033
2,3,5e13ff1b94d5eea33e200fce,5e9fd839311b8018f88c99eb,0.4541232287883758,0.6777777777777778,0.3673196732997894,-0.8527987599372864,0.24683690767509517
2,3,5e13ff1b94d5eea33e200fce,614f11b6fe832a304632a860,0.4781475365161896,0.6511111111111111,0.5303710103034973,-1.0716620683670044,0.4680578700363292
2,3,5e13ff1b94d5eea33e200fce,5e15bb77e78021b9d45d8cf4,0.6403032541275024,0.5822222222222222,1.1332803964614868,-1.943813681602478,1.4939471921249001
2,3,5e13ff1b94d5eea33e200fce,66cf21fac640537abe16a607,0.4287387430667877,0.7266666666666667,0.1854023784399032,-0.7831737399101257,0.08990228114902879
2,3,5e13ff1b94d5eea33e200fce,607ec7379eac7be04ab448e3,0.638474702835083,0.62,1.1424487829208374,-1.9353814125061035,1.4940146980431714
2,3,5e13ff1b94d5eea33e200fce,661564c766603e80ca4c3184,0.6507287621498108,0.5844444444444444,1.1463427543640137,-1.9838842153549197,1.5323617108837995
