n_steps_src,n_steps_trg,id,block,agent,total_rew,percent_rewarding_act,diff_rew,diff_per
3,2,60e20896098befdcf5e59441,2,org,23.347058823529412,0.42370132959431417,3.3823529411764706,0.08840815399778434
3,2,60e20896098befdcf5e59441,2,opp,24.6,0.48510206758753627,4.258823529411765,0.14383296964170583
3,2,66559244530907c5dd7b77be,0,hum,21.0,0.125,,
3,2,66559244530907c5dd7b77be,0,org,23.190196078431374,0.3219659289666512,3.2294117647058824,0.19818756698274342
3,2,66559244530907c5dd7b77be,0,opp,23.8,0.346060090958881,3.7098039215686276,0.22221020710335157
3,2,66559244530907c5dd7b77be,1,hum,31.0,0.6666666666666666,,
3,2,66559244530907c5dd7b77be,1,org,25.26078431372549,0.5117088560766988,5.958823529411765,0.15792089457938288
3,2,66559244530907c5dd7b77be,1,opp,26.50980392156863,0.5609498670481267,4.87843137254902,0.11634613329777106
3,2,66559244530907c5dd7b77be,2,hum,27.0,0.4285714285714285,,
3,2,66559244530907c5dd7b77be,2,org,21.95294117647059,0.4270296148584337,5.290196078431372,0.09009430767290048
3,2,66559244530907c5dd7b77be,2,opp,22.77843137254902,0.459656492839148,4.727450980392157,0.09847041520954102
3,2,66dae86be0d77b33d6805623,0,hum,28.0,0.8,,
3,2,66dae86be0d77b33d6805623,0,org,30.201960784313727,0.8504941092230438,3.3078431372549018,0.09282374816920146
3,2,66dae86be0d77b33d6805623,0,opp,30.805882352941175,0.8459448436929433,3.574509803921569,0.09317843340477806
3,2,66dae86be0d77b33d6805623,1,hum,30.0,0.3703703703703703,,
3,2,66dae86be0d77b33d6805623,1,org,25.33529411764706,0.42660947601168464,4.9980392156862745,0.09115224757555966
3,2,66dae86be0d77b33d6805623,1,opp,24.872549019607842,0.414487246256835,5.3313725490196076,0.07984168075746505
3,2,66dae86be0d77b33d6805623,2,hum,27.0,0.5238095238095238,,
3,2,66dae86be0d77b33d6805623,2,org,27.188235294117646,0.5584279079194171,2.8980392156862744,0.1256778008484391
3,2,66dae86be0d77b33d6805623,2,opp,27.2,0.5649064350278378,3.0274509803921568,0.1301009013906583
3,2,61232b43bd4b37c8d76a7b37,0,hum,19.0,0.0588235294117647,,
3,2,61232b43bd4b37c8d76a7b37,0,org,18.580392156862747,0.0661715101984465,2.8941176470588235,0.03243764629093823
3,2,61232b43bd4b37c8d76a7b37,0,opp,18.19607843137255,0.06457644416478302,2.83921568627451,0.0347099501693561
3,2,61232b43bd4b37c8d76a7b37,1,hum,28.0,0.5833333333333334,,
3,2,61232b43bd4b37c8d76a7b37,1,org,28.219607843137254,0.6007662110746528,2.819607843137255,0.07660304750344887
3,2,61232b43bd4b37c8d76a7b37,1,opp,28.062745098039215,0.6084656630147021,2.850980392156863,0.07868112453802983
3,2,61232b43bd4b37c8d76a7b37,2,hum,22.0,0.53125,,
3,2,61232b43bd4b37c8d76a7b37,2,org,23.95294117647059,0.47652422195814265,3.152941176470588,0.09687997762134831
3,2,61232b43bd4b37c8d76a7b37,2,opp,23.91176470588235,0.47969360639995434,3.3588235294117648,0.10389122132291759
3,2,6681e779f60d20a3b2b27bb3,0,hum,27.0,0.65625,,
3,2,6681e779f60d20a3b2b27bb3,0,org,30.001960784313727,0.734692286973458,3.7862745098039214,0.09082095396214736
3,2,6681e779f60d20a3b2b27bb3,0,opp,30.576470588235296,0.7734741183383799,4.317647058823529,0.13151678616692533
3,2,6681e779f60d20a3b2b27bb3,1,hum,27.0,0.5806451612903226,,
3,2,6681e779f60d20a3b2b27bb3,1,org,28.733333333333334,0.7198786280181108,3.0784313725490198,0.1421620780445945
3,2,6681e779f60d20a3b2b27bb3,1,opp,29.86470588235294,0.7761835033230704,3.911764705882353,0.19697226133815823
3,2,6681e779f60d20a3b2b27bb3,2,hum,18.0,0.0,,
3,2,6681e779f60d20a3b2b27bb3,2,org,16.78627450980392,0.0,2.864705882352941,0.0
3,2,6681e779f60d20a3b2b27bb3,2,opp,17.750980392156862,0.0,2.868627450980392,0.0
3,2,5e7414b9929931398ae59f02,0,hum,32.0,0.7647058823529411,,
3,2,5e7414b9929931398ae59f02,0,org,29.21372549019608,0.7674055899427416,3.668627450980392,0.06103302648489122
3,2,5e7414b9929931398ae59f02,0,opp,29.86862745098039,0.7781955609563092,3.3980392156862744,0.0723629416953798
3,2,5e7414b9929931398ae59f02,1,hum,33.0,0.7142857142857143,,
3,2,5e7414b9929931398ae59f02,1,org,23.66470588235294,0.41017578666781035,9.347058823529412,0.3042499836403129
3,2,5e7414b9929931398ae59f02,1,opp,24.15686274509804,0.4359767938667858,8.850980392156863,0.2803231471622574
3,2,5e7414b9929931398ae59f02,2,hum,28.0,0.6818181818181818,,
3,2,5e7414b9929931398ae59f02,2,org,24.054901960784314,0.56467451055996,4.419607843137255,0.12853054911796233
3,2,5e7414b9929931398ae59f02,2,opp,24.80392156862745,0.5875391352140806,3.9411764705882355,0.11963467192014228
3,2,612520bd6605794b27e6a0fd,0,hum,30.0,0.8648648648648649,,
3,2,612520bd6605794b27e6a0fd,0,org,30.0921568627451,0.779088330191858,3.1745098039215685,0.10191681686347541
3,2,612520bd6605794b27e6a0fd,0,opp,30.021568627450982,0.7801790440640198,3.033333333333333,0.09998991107039126
3,2,612520bd6605794b27e6a0fd,1,hum,30.0,0.65,,
3,2,612520bd6605794b27e6a0fd,1,org,26.21764705882353,0.43151405798930687,4.37843137254902,0.22379086214907168
3,2,612520bd6605794b27e6a0fd,1,opp,26.249019607843138,0.42682937456977466,4.370588235294117,0.2253907275514088
3,2,612520bd6605794b27e6a0fd,2,hum,30.0,0.6363636363636364,,
3,2,612520bd6605794b27e6a0fd,2,org,24.0921568627451,0.44296212060396467,6.123529411764705,0.20988326622699538
3,2,612520bd6605794b27e6a0fd,2,opp,24.33921568627451,0.44289168479454755,5.813725490196078,0.2082203119758903
3,2,66c856fd76895ebe2db7c327,0,hum,34.0,0.8064516129032258,,
3,2,66c856fd76895ebe2db7c327,0,org,30.241176470588236,0.7551106046209141,4.264705882352941,0.08338172070401967
3,2,66c856fd76895ebe2db7c327,0,opp,30.507843137254902,0.7604789623486097,4.076470588235294,0.0826728350539347
3,2,66c856fd76895ebe2db7c327,1,hum,31.0,0.8857142857142858,,
3,2,66c856fd76895ebe2db7c327,1,org,29.684313725490195,0.7710591240992762,3.2294117647058824,0.11980051589667934
3,2,66c856fd76895ebe2db7c327,1,opp,29.690196078431374,0.7726664566479129,3.392156862745098,0.11890170516011303
3,2,66c856fd76895ebe2db7c327,2,hum,23.0,0.4230769230769231,,
3,2,66c856fd76895ebe2db7c327,2,org,23.205882352941178,0.4602983240943828,2.7705882352941176,0.09207435791303865
3,2,66c856fd76895ebe2db7c327,2,opp,23.856862745098038,0.4711933305081372,3.0686274509803924,0.09570760813891953
3,2,666c6160d7613a472a88bc12,0,hum,29.0,0.6190476190476191,,
3,2,666c6160d7613a472a88bc12,0,org,25.55294117647059,0.49791631954632326,4.141176470588236,0.14687103642065857
3,2,666c6160d7613a472a88bc12,0,opp,25.076470588235296,0.4872504129395155,4.409803921568628,0.1490338441442158
3,2,666c6160d7613a472a88bc12,1,hum,27.0,0.6296296296296297,,
3,2,666c6160d7613a472a88bc12,1,org,24.737254901960785,0.5411046313545835,3.537254901960784,0.12043233719224765
3,2,666c6160d7613a472a88bc12,1,opp,24.66078431372549,0.5280841450064276,3.3823529411764706,0.1302312539836798
3,2,666c6160d7613a472a88bc12,2,hum,29.0,0.696969696969697,,
3,2,666c6160d7613a472a88bc12,2,org,29.376470588235293,0.7139943947133214,2.7019607843137257,0.07758840703959047
3,2,666c6160d7613a472a88bc12,2,opp,29.46078431372549,0.7146455856514552,3.0215686274509803,0.08290823082363227
3,2,60db30cbbbee552378774e50,0,hum,28.0,0.7575757575757576,,
3,2,60db30cbbbee552378774e50,0,org,29.937254901960785,0.776456846045553,3.611764705882353,0.07212599841862878
3,2,60db30cbbbee552378774e50,0,opp,29.974509803921567,0.7771387261293964,3.347058823529412,0.0765488917956742
3,2,60db30cbbbee552378774e50,1,hum,27.0,0.238095238095238,,
3,2,60db30cbbbee552378774e50,1,org,23.229411764705883,0.19650523167244024,4.5549019607843135,0.0911865328087548
3,2,60db30cbbbee552378774e50,1,opp,23.4078431372549,0.19591659462660269,4.427450980392157,0.09812235221899611
3,2,60db30cbbbee552378774e50,2,hum,28.0,0.5833333333333334,,
3,2,60db30cbbbee552378774e50,2,org,24.566666666666666,0.5186002177138463,3.9980392156862745,0.10198257429872995
3,2,60db30cbbbee552378774e50,2,opp,24.719607843137254,0.5305439469200222,4.1117647058823525,0.10501008714741476
3,2,65ab079fde17d72bca5e774b,0,hum,26.0,0.8666666666666668,,
3,2,65ab079fde17d72bca5e774b,0,org,30.711764705882352,0.9072434186708263,5.0058823529411764,0.05767617254150992
3,2,65ab079fde17d72bca5e774b,0,opp,30.36078431372549,0.9059641585505035,4.76078431372549,0.05636346956152747
3,2,65ab079fde17d72bca5e774b,1,hum,29.0,0.7714285714285715,,
3,2,65ab079fde17d72bca5e774b,1,org,26.16078431372549,0.5840303226530298,3.843137254901961,0.19198491526126327
3,2,65ab079fde17d72bca5e774b,1,opp,25.72156862745098,0.5655759338070335,4.0627450980392155,0.20824318657725346
3,2,65ab079fde17d72bca5e774b,2,hum,22.0,0.0714285714285714,,
3,2,65ab079fde17d72bca5e774b,2,org,22.584313725490198,0.10211498374661611,2.8078431372549018,0.06257699101567131
3,2,65ab079fde17d72bca5e774b,2,opp,22.0921568627451,0.09816816610061482,2.672549019607843,0.06254103511562555
3,2,5fbdc4f0784d3f225d8d96d1,0,hum,25.0,0.1578947368421052,,
3,2,5fbdc4f0784d3f225d8d96d1,0,org,23.51372549019608,0.339776584966927,3.164705882352941,0.18456837933434672
3,2,5fbdc4f0784d3f225d8d96d1,0,opp,23.315686274509805,0.3369955547235467,3.123529411764706,0.1833807905113462
3,2,5fbdc4f0784d3f225d8d96d1,1,hum,27.0,0.4444444444444445,,
3,2,5fbdc4f0784d3f225d8d96d1,1,org,23.305882352941175,0.3433367810995326,4.270588235294118,0.1209851507428821
3,2,5fbdc4f0784d3f225d8d96d1,1,opp,23.08823529411765,0.33497036595070523,4.527450980392157,0.12271083946590079
3,2,5fbdc4f0784d3f225d8d96d1,2,hum,37.0,0.9487179487179487,,
3,2,5fbdc4f0784d3f225d8d96d1,2,org,34.10392156862745,0.9338775830671261,3.66078431372549,0.03501834169393761
3,2,5fbdc4f0784d3f225d8d96d1,2,opp,34.11764705882353,0.9365633857055264,3.541176470588235,0.033268077530778505
3,2,664382feed568375e3bf2618,0,hum,30.0,0.6666666666666666,,
3,2,664382feed568375e3bf2618,0,org,29.315686274509805,0.7196771231886377,2.8215686274509806,0.09256270102002193
3,2,664382feed568375e3bf2618,0,opp,29.36470588235294,0.7120519490894208,2.784313725490196,0.08871848853747284
3,2,664382feed568375e3bf2618,1,hum,26.0,0.1538461538461538,,
3,2,664382feed568375e3bf2618,1,org,22.662745098039217,0.1139410864240691,4.078431372549019,0.07622386255636579
3,2,664382feed568375e3bf2618,1,opp,22.372549019607842,0.10326008441753572,4.176470588235294,0.07807304625129047
3,2,664382feed568375e3bf2618,2,hum,33.0,0.8666666666666668,,
3,2,664382feed568375e3bf2618,2,org,30.7,0.874726891737676,3.3588235294117648,0.05492101114645969
3,2,664382feed568375e3bf2618,2,opp,30.923529411764704,0.8834231400171135,3.327450980392157,0.053741164728935434
3,2,64e114532a07493224e3a5a1,0,hum,22.0,0.22222222222222224,,
3,2,64e114532a07493224e3a5a1,0,org,25.147058823529413,0.4310999412228115,3.954901960784314,0.21031828229623498
3,2,64e114532a07493224e3a5a1,0,opp,25.1,0.4249477865127487,3.9,0.2032695781923836
3,2,64e114532a07493224e3a5a1,1,hum,35.0,0.7105263157894737,,
3,2,64e114532a07493224e3a5a1,1,org,29.766666666666666,0.6904397832326757,5.519607843137255,0.0917677618870723
3,2,64e114532a07493224e3a5a1,1,opp,29.56078431372549,0.6690895062579276,5.674509803921569,0.09005548878534542
3,2,64e114532a07493224e3a5a1,2,hum,31.0,0.7096774193548387,,
3,2,64e114532a07493224e3a5a1,2,org,29.315686274509805,0.7669041004759339,3.0725490196078433,0.07303424668040498
3,2,64e114532a07493224e3a5a1,2,opp,29.686274509803923,0.7880268829834715,2.9176470588235293,0.08794602272447793
3,2,5ee9193db78df9119fe4f7c1,0,hum,28.0,0.4782608695652174,,
3,2,5ee9193db78df9119fe4f7c1,0,org,24.772549019607844,0.49141673991228535,3.8784313725490196,0.09683199779763212
3,2,5ee9193db78df9119fe4f7c1,0,opp,24.972549019607843,0.49320837056635203,3.937254901960784,0.09654620645499894
3,2,5ee9193db78df9119fe4f7c1,1,hum,23.0,0.6060606060606061,,
3,2,5ee9193db78df9119fe4f7c1,1,org,24.523529411764706,0.5744534122944185,3.2019607843137257,0.08962311261155065
3,2,5ee9193db78df9119fe4f7c1,1,opp,24.57450980392157,0.5821375826502586,3.2450980392156863,0.09812478341357113
3,2,5ee9193db78df9119fe4f7c1,2,hum,32.0,0.6071428571428571,,
3,2,5ee9193db78df9119fe4f7c1,2,org,29.184313725490195,0.7151586855224775,3.7294117647058824,0.12775760740477168
3,2,5ee9193db78df9119fe4f7c1,2,opp,29.262745098039215,0.7167801110452461,3.588235294117647,0.12431686915692883
3,2,66ce71d5f8614777651a8931,0,hum,26.0,0.4166666666666667,,
3,2,66ce71d5f8614777651a8931,0,org,22.584313725490198,0.46278436498205067,4.043137254901961,0.09525861184503605
3,2,66ce71d5f8614777651a8931,0,opp,22.65686274509804,0.4684890250142448,4.06078431372549,0.10266724529928814
3,2,66ce71d5f8614777651a8931,1,hum,32.0,0.7727272727272727,,
3,2,66ce71d5f8614777651a8931,1,org,29.91764705882353,0.8363299168437739,3.372549019607843,0.1016164138459109
3,2,66ce71d5f8614777651a8931,1,opp,30.401960784313726,0.843265816475262,3.0058823529411764,0.10950567088474972
3,2,66ce71d5f8614777651a8931,2,hum,28.0,0.5555555555555556,,
3,2,66ce71d5f8614777651a8931,2,org,26.201960784313727,0.5567371876891292,3.3784313725490196,0.07919318493704264
3,2,66ce71d5f8614777651a8931,2,opp,26.615686274509805,0.5781667013560708,3.1254901960784314,0.08581057309289046
3,2,669f5d4b56cd9e5a3615a8ed,0,hum,33.0,1.0,,
3,2,669f5d4b56cd9e5a3615a8ed,0,org,32.64509803921569,0.9754530146815527,2.7862745098039214,0.02454698531844742
3,2,669f5d4b56cd9e5a3615a8ed,0,opp,33.32156862745098,0.9764373679618202,2.7215686274509805,0.023562632038179713
3,2,669f5d4b56cd9e5a3615a8ed,1,hum,31.0,0.7419354838709677,,
3,2,669f5d4b56cd9e5a3615a8ed,1,org,25.094117647058823,0.5256392827508249,6.0627450980392155,0.21694070176672015
3,2,669f5d4b56cd9e5a3615a8ed,1,opp,25.458823529411763,0.5621996148868468,5.76078431372549,0.18509917193208164
3,2,669f5d4b56cd9e5a3615a8ed,2,hum,20.0,0.4444444444444445,,
3,2,669f5d4b56cd9e5a3615a8ed,2,org,25.647058823529413,0.38855517544714485,5.815686274509804,0.0923191471880162
3,2,669f5d4b56cd9e5a3615a8ed,2,opp,26.219607843137254,0.42771065488540966,6.345098039215686,0.10156667699206111
3,2,65dc9f26bed0f87772f68eed,0,hum,30.0,0.631578947368421,,
3,2,65dc9f26bed0f87772f68eed,0,org,25.392156862745097,0.5010888979202024,4.8431372549019605,0.1456878510119685
3,2,65dc9f26bed0f87772f68eed,0,opp,25.41176470588235,0.48687378388118197,4.921568627450981,0.15716360887516717
3,2,65dc9f26bed0f87772f68eed,1,hum,27.0,0.4,,
3,2,65dc9f26bed0f87772f68eed,1,org,25.55294117647059,0.5110542647808266,3.184313725490196,0.13271200711594222
3,2,65dc9f26bed0f87772f68eed,1,opp,25.519607843137255,0.4976515464335693,3.1588235294117646,0.1254124023663152
3,2,65dc9f26bed0f87772f68eed,2,hum,33.0,0.7333333333333333,,
3,2,65dc9f26bed0f87772f68eed,2,org,29.705882352941178,0.7300452158507765,3.9607843137254903,0.08221052531087858
3,2,65dc9f26bed0f87772f68eed,2,opp,29.32156862745098,0.7092298217140129,4.250980392156863,0.08327988282253308
3,2,65fd910b6214e647ea9c6175,0,hum,30.0,0.6296296296296297,,
3,2,65fd910b6214e647ea9c6175,0,org,27.623529411764707,0.583815238864669,3.4745098039215687,0.09660742466499957
3,2,65fd910b6214e647ea9c6175,0,opp,28.313725490196077,0.5998504573670624,3.3450980392156864,0.08721561409430544
3,2,65fd910b6214e647ea9c6175,1,hum,35.0,0.9142857142857144,,
3,2,65fd910b6214e647ea9c6175,1,org,34.14313725490196,0.9333353651402359,2.696078431372549,0.04064778185971715
3,2,65fd910b6214e647ea9c6175,1,opp,33.85490196078431,0.9320137046972928,2.8745098039215686,0.03993103976128504
3,2,65fd910b6214e647ea9c6175,2,hum,28.0,0.6153846153846154,,
3,2,65fd910b6214e647ea9c6175,2,org,29.927450980392155,0.7566020066140688,3.2411764705882353,0.14987690432458325
3,2,65fd910b6214e647ea9c6175,2,opp,30.43921568627451,0.763038781056458,3.5058823529411764,0.15316444031404705
3,2,5d612ae16512d700159face7,0,hum,23.0,0.22222222222222224,,
3,2,5d612ae16512d700159face7,0,org,18.61764705882353,0.06526713882918052,4.82156862745098,0.15695508339304173
3,2,5d612ae16512d700159face7,0,opp,18.63137254901961,0.06647546399217996,4.803921568627451,0.15574675823004228
3,2,5d612ae16512d700159face7,1,hum,22.0,0.4,,
3,2,5d612ae16512d700159face7,1,org,22.219607843137254,0.3343202481193655,2.8745098039215686,0.0842430690288205
3,2,5d612ae16512d700159face7,1,opp,21.5921568627451,0.3189483800569485,3.0823529411764707,0.10110711712923635
3,2,5d612ae16512d700159face7,2,hum,28.0,0.6,,
3,2,5d612ae16512d700159face7,2,org,25.145098039215686,0.5206567762361213,3.815686274509804,0.11221099214324277
3,2,5d612ae16512d700159face7,2,opp,24.67450980392157,0.48161627891797526,4.125490196078432,0.13790853570935338
3,2,5dd6023dcaee3e5b7ba7a5bc,0,hum,26.0,0.48275862068965514,,
3,2,5dd6023dcaee3e5b7ba7a5bc,0,org,21.966666666666665,0.3533759973645859,4.543137254901961,0.14030996494654038
3,2,5dd6023dcaee3e5b7ba7a5bc,0,opp,21.637254901960784,0.3284334868221394,4.766666666666667,0.16014437946156818
3,2,5dd6023dcaee3e5b7ba7a5bc,1,hum,36.0,1.0,,
3,2,5dd6023dcaee3e5b7ba7a5bc,1,org,33.34705882352941,0.9801435928236011,3.4647058823529413,0.019856407176398864
3,2,5dd6023dcaee3e5b7ba7a5bc,1,opp,32.949019607843134,0.9784391094163916,3.7019607843137257,0.02156089058360853
3,2,5dd6023dcaee3e5b7ba7a5bc,2,hum,31.0,0.7894736842105263,,
3,2,5dd6023dcaee3e5b7ba7a5bc,2,org,25.019607843137255,0.491347537534588,6.105882352941176,0.29862580267869027
3,2,5dd6023dcaee3e5b7ba7a5bc,2,opp,25.050980392156863,0.48172052459858117,6.066666666666666,0.3083585947684639
3,2,5e23c2569138e066e7e892f7,0,hum,15.0,0.3125,,
3,2,5e23c2569138e066e7e892f7,0,org,23.401960784313726,0.3486971799146558,8.429411764705883,0.0934172104128926
3,2,5e23c2569138e066e7e892f7,0,opp,23.219607843137254,0.3292808299211688,8.250980392156864,0.08069416806887655
3,2,5e23c2569138e066e7e892f7,1,hum,28.0,0.75,,
3,2,5e23c2569138e066e7e892f7,1,org,25.876470588235293,0.5511449352171183,3.668627450980392,0.20111341388699444
3,2,5e23c2569138e066e7e892f7,1,opp,25.445098039215686,0.5371113520672294,3.8019607843137253,0.215183405542778
3,2,5e23c2569138e066e7e892f7,2,hum,34.0,0.7777777777777778,,
3,2,5e23c2569138e066e7e892f7,2,org,23.798039215686273,0.1974493580377464,10.201960784313725,0.5803284197400314
3,2,5e23c2569138e066e7e892f7,2,opp,23.643137254901962,0.19296028228105636,10.380392156862746,0.5848174954967214
3,2,666ee913519a8d810a4c38d9,0,hum,28.0,0.7941176470588235,,
3,2,666ee913519a8d810a4c38d9,0,org,30.158823529411766,0.7865680966976172,3.515686274509804,0.07293193217030157
3,2,666ee913519a8d810a4c38d9,0,opp,29.766666666666666,0.7716087534350348,3.4176470588235293,0.07631114522422278
3,2,666ee913519a8d810a4c38d9,1,hum,28.0,0.5357142857142857,,
3,2,666ee913519a8d810a4c38d9,1,org,26.44313725490196,0.43055465434530066,3.215686274509804,0.13647252471138238
3,2,666ee913519a8d810a4c38d9,1,opp,26.119607843137256,0.41764348960105074,3.292156862745098,0.14109552673720907
3,2,666ee913519a8d810a4c38d9,2,hum,30.0,0.5483870967741935,,
3,2,666ee913519a8d810a4c38d9,2,org,25.75294117647059,0.5483727634133322,4.7215686274509805,0.07877115948933677
3,2,666ee913519a8d810a4c38d9,2,opp,25.372549019607842,0.5377434041117988,5.031372549019608,0.08587821850240127
3,2,61190367632a534f9e11b013,0,hum,32.0,0.7142857142857143,,
3,2,61190367632a534f9e11b013,0,org,24.870588235294118,0.5401087120825034,7.1568627450980395,0.18394154633600057
3,2,61190367632a534f9e11b013,0,opp,24.562745098039215,0.5197881592271488,7.484313725490196,0.19909544152485592
3,2,61190367632a534f9e11b013,1,hum,15.0,0.5,,
3,2,61190367632a534f9e11b013,1,org,22.598039215686274,0.46919706383585186,7.703921568627451,0.09087741239860411
3,2,61190367632a534f9e11b013,1,opp,22.737254901960785,0.4575425829738711,7.764705882352941,0.0961379570091138
3,2,61190367632a534f9e11b013,2,hum,29.0,0.9166666666666666,,
3,2,61190367632a534f9e11b013,2,org,30.86862745098039,0.7854222717265139,3.2098039215686276,0.1346388953253671
3,2,61190367632a534f9e11b013,2,opp,30.523529411764706,0.763827703014675,3.127450980392157,0.15398637172232693
3,2,60ebfc77adae0f59618d6471,0,hum,23.0,0.631578947368421,,
3,2,60ebfc77adae0f59618d6471,0,org,25.70392156862745,0.5399438600013091,3.896078431372549,0.11934297986796238
3,2,60ebfc77adae0f59618d6471,0,opp,25.598039215686274,0.541305492500217,3.66078431372549,0.11668578010489301
3,2,60ebfc77adae0f59618d6471,1,hum,29.0,0.5454545454545454,,
