n_steps_src,n_steps_trg,id,org_opp,nllik,match
3,2,6d15a0dc,org,0.8148589134216309,0.43
3,2,6d15a0dc,opp,0.7351073316625647,0.5461561561561562
3,2,424218b8,org,0.6503068804740906,0.7
3,2,424218b8,opp,0.5812368485722337,0.6328728728728729
3,2,d3388dc5,org,0.7465633153915405,0.62
3,2,d3388dc5,opp,0.7165582391234847,0.5504704704704706
3,2,00aa64e8,org,0.8658369183540344,0.51
3,2,00aa64e8,opp,0.7144486278862328,0.5676876876876877
3,2,3912c0c0,org,0.8345939517021179,0.45
3,2,3912c0c0,opp,0.840042883987064,0.49419419419419425
3,2,f9526568,org,0.5101310014724731,0.6
3,2,f9526568,opp,0.5756469472452208,0.6125925925925926
3,2,ea6ecf47,org,0.7002071142196655,0.4
3,2,ea6ecf47,opp,0.8316736200430969,0.5115615615615615
3,2,6b70aad0,org,0.6891288757324219,0.53
3,2,6b70aad0,opp,0.7566542333072132,0.53007007007007
3,2,ef76896a,org,0.4655681848526001,0.69
3,2,ef76896a,opp,0.5041621068755427,0.6576676676676677
3,2,a19cda56,org,0.8208991289138794,0.54
3,2,a19cda56,opp,0.6731421552501522,0.5783883883883884
3,2,ba95180a,org,1.8900316953659055,0.5
3,2,ba95180a,opp,0.6476633398979157,0.5737137137137137
3,2,36f960e3,org,0.5020757913589478,0.61
3,2,36f960e3,opp,0.579322068033753,0.6230630630630631
3,2,4e98b4ce,org,0.7585737705230713,0.5
3,2,4e98b4ce,opp,0.7681775312046628,0.5384484484484485
3,2,fa7d1324,org,0.4644781053066253,0.65
3,2,fa7d1324,opp,0.528372938270206,0.6481081081081081
3,2,49284198,org,0.3728598058223724,0.67
3,2,49284198,opp,0.5034246768679347,0.6553653653653654
3,2,0dcb1f7e,org,0.7787187099456787,0.53
3,2,0dcb1f7e,opp,0.8495963640637823,0.5104604604604605
3,2,e47c698d,org,0.5875388383865356,0.58
3,2,e47c698d,opp,0.5699972964383222,0.6401401401401401
3,2,8d5f444f,org,0.4315186440944671,0.72
3,2,8d5f444f,opp,0.5218853434702536,0.6526826826826827
3,2,950c5e9f,org,0.4430720806121826,0.73
3,2,950c5e9f,opp,0.5053704743748074,0.6544044044044044
3,2,65932138,org,0.6127305626869202,0.55
3,2,65932138,opp,0.5412031614386642,0.6409909909909909
3,2,c3ea800c,org,0.6600827574729919,0.61
3,2,c3ea800c,opp,0.7296089959574176,0.5431831831831831
3,2,49a013e9,org,0.7432754039764404,0.55
3,2,49a013e9,opp,0.7524251420576651,0.5280480480480482
3,2,d0f84df8,org,0.7158434987068176,0.56
3,2,d0f84df8,opp,0.7536899392549937,0.5425225225225225
3,2,a16d32ad,org,0.6659325361251831,0.49
3,2,a16d32ad,opp,0.5806517126681926,0.6194394394394394
3,2,e5da4c58,org,0.7018367648124695,0.52
3,2,e5da4c58,opp,0.6673744242709201,0.5738438438438438
3,2,0e2e2132,org,0.6671676635742188,0.59
3,2,0e2e2132,opp,0.7232317305780627,0.5545845845845846
3,2,d0f73f19,org,0.457061767578125,0.73
3,2,d0f73f19,opp,0.5596459272566501,0.6228028028028029
3,2,20a20adb,org,0.6941702365875244,0.51
3,2,20a20adb,opp,0.7123730395052645,0.551081081081081
3,2,3879d596,org,0.6612532138824463,0.68
3,2,3879d596,opp,0.6364633403979503,0.5947947947947948
3,2,f3472f58,org,0.2917162179946899,0.7
3,2,f3472f58,opp,0.5181676287491161,0.6357157157157157
3,2,b4c19896,org,0.6025590300559998,0.58
3,2,b4c19896,opp,0.6226904144635549,0.6063363363363363
3,2,b8813143,org,0.6220844984054565,0.5
3,2,b8813143,opp,0.4560207708760186,0.6803703703703704
3,2,14cc4a57,org,0.2799628973007202,0.78
3,2,14cc4a57,opp,0.5126800125425642,0.6478078078078078
3,2,e9474a41,org,0.4513538777828216,0.75
3,2,e9474a41,opp,0.5349404688354011,0.6429329329329329
3,2,ce8f12fb,org,0.6687104105949402,0.54
3,2,ce8f12fb,opp,0.6018101651150662,0.6100900900900901
3,2,5b45163a,org,0.4539009928703308,0.64
3,2,5b45163a,opp,0.5168229057504847,0.6561061061061062
3,2,afe8d990,org,0.3952571749687195,0.72
3,2,afe8d990,opp,0.41023135937011995,0.6984784784784784
3,2,83443ead,org,0.6816184520721436,0.61
3,2,83443ead,opp,0.7312912937995788,0.5557757757757757
3,2,ab50bf54,org,0.600754976272583,0.59
3,2,ab50bf54,opp,0.5738831973887302,0.6178278278278279
3,2,83a5bccc,org,0.5777618885040283,0.67
3,2,83a5bccc,opp,0.6156988429712938,0.6034234234234235
3,2,0e0127af,org,0.7584887742996216,0.42
3,2,0e0127af,opp,0.7269088190358441,0.5382682682682682
3,2,c87efd2b,org,0.6301369667053223,0.56
3,2,c87efd2b,opp,0.5529222426949082,0.626986986986987
3,2,d32f37e4,org,0.6590518951416016,0.66
3,2,d32f37e4,opp,0.6317472360632919,0.590990990990991
3,2,740ee298,org,0.8861556053161621,0.51
3,2,740ee298,opp,0.852690250307948,0.48191191191191185
3,2,9447ecbb,org,0.9637622237205504,0.58
3,2,9447ecbb,opp,0.841375379054038,0.4941141141141141
3,2,01d39df3,org,0.5109396576881409,0.61
3,2,01d39df3,opp,0.5417951499079321,0.6474374374374374
3,2,8b8faa09,org,0.4711881577968597,0.7
3,2,8b8faa09,opp,0.5591659821547545,0.6305705705705706
3,2,864eaec8,org,0.7538713812828064,0.53
3,2,864eaec8,opp,0.8090917165572937,0.5136736736736738
3,2,fde5767a,org,0.697612464427948,0.57
3,2,fde5767a,opp,0.7780425946514409,0.5211411411411412
3,2,780048ff,org,0.8147225379943848,0.53
3,2,780048ff,opp,0.7926908726090783,0.5178278278278278
3,2,60152c7b,org,0.6081477403640747,0.61
3,2,60152c7b,opp,0.7023941778444551,0.5671171171171171
3,2,d9b5e73d,org,0.3491617441177368,0.8
3,2,d9b5e73d,opp,0.3888361148230426,0.7337537537537538
3,2,75a6643b,org,0.4905400574207306,0.7
3,2,75a6643b,opp,0.5775840096884184,0.6255255255255256
3,2,df3e92c2,org,0.6891258358955383,0.65
3,2,df3e92c2,opp,0.6735735928212797,0.5827627627627628
3,2,44dbce57,org,0.5342860221862793,0.51
3,2,44dbce57,opp,0.6287970708177851,0.5921121121121121
3,2,7b7a013a,org,0.6445425152778625,0.59
3,2,7b7a013a,opp,0.6669624357132821,0.5964564564564565
3,2,97cd8a49,org,0.6730371713638306,0.51
3,2,97cd8a49,opp,0.82184744579298,0.5214114114114112
3,2,b2ff1663,org,1.002565622329712,0.43
3,2,b2ff1663,opp,0.5608456338251436,0.6251251251251251
3,2,5400765f,org,0.6412151455879211,0.55
3,2,5400765f,opp,0.6308621134127941,0.6008308308308309
3,2,0bf056e6,org,0.6759803891181946,0.54
3,2,0bf056e6,opp,0.5937829431112822,0.6171771771771771
3,2,0457290f,org,0.7129316926002502,0.57
3,2,0457290f,opp,0.735822188722956,0.5607607607607608
3,2,91c28a1e,org,0.3707069754600525,0.68
3,2,91c28a1e,opp,0.41721398330426906,0.7017317317317318
3,2,b52b1545,org,0.5938059091567993,0.58
3,2,b52b1545,opp,0.6306507986587089,0.5934134134134134
3,2,944450e4,org,0.7671065330505371,0.46
3,2,944450e4,opp,0.7707877665071994,0.5309309309309309
3,2,a47ffb27,org,0.8324492573738098,0.54
3,2,a47ffb27,opp,0.7947112067683682,0.5275875875875876
3,2,5b739f43,org,0.7872347235679626,0.53
3,2,5b739f43,opp,0.7127842522478915,0.5496996996996998
3,2,6ca7aecf,org,1.4738839864730835,0.48
3,2,6ca7aecf,opp,0.8580798139801254,0.5058958958958959
3,2,8ff89ed6,org,0.2652817666530609,0.83
3,2,8ff89ed6,opp,0.31187467514215644,0.7706706706706707
3,2,fbb6aba3,org,0.4371059536933899,0.73
3,2,fbb6aba3,opp,0.5798987814852664,0.6113213213213213
3,2,6b93df87,org,0.3995887041091919,0.77
3,2,6b93df87,opp,0.4696542264761271,0.6761461461461462
3,2,856a3722,org,0.7487340569496155,0.49
3,2,856a3722,opp,0.8840339547759658,0.48774774774774776
3,2,f2e6112b,org,0.6573913097381592,0.57
3,2,f2e6112b,opp,0.6203599815612083,0.6125925925925926
3,2,f268c9af,org,0.6892586350440979,0.59
3,2,f268c9af,opp,0.7067581996903405,0.5533933933933933
3,2,5640e186,org,0.7070246934890747,0.62
3,2,5640e186,opp,0.8546340292519158,0.49237237237237236
3,2,fcd44166,org,0.3435887098312378,0.74
3,2,fcd44166,opp,0.45289920450927496,0.6721721721721722
3,2,a5a24d02,org,0.5785688161849976,0.62
3,2,a5a24d02,opp,0.6209694891123919,0.6185685685685686
3,2,5d8b7f7d,org,0.5946334004402161,0.6
3,2,5d8b7f7d,opp,0.6617692890348615,0.5797997997997998
3,2,548a85b5,org,0.6841784715652466,0.6
3,2,548a85b5,opp,0.6624975317233318,0.5778378378378378
3,2,3303dd40,org,0.6329339742660522,0.55
3,2,3303dd40,opp,0.6998532737220252,0.5571471471471471
3,2,89e59d51,org,0.333339124917984,0.78
3,2,89e59d51,opp,0.48003750854545646,0.6675375375375374
3,2,f8e82b07,org,0.7005556225776672,0.57
3,2,f8e82b07,opp,0.7785567826814241,0.512892892892893
3,2,5377c9ee,org,0.5180107951164246,0.6
3,2,5377c9ee,opp,0.5685289805835193,0.6276476476476476
3,2,4f45c8b7,org,0.6960424184799194,0.6
3,2,4f45c8b7,opp,0.7544576144433236,0.5514714714714715
3,2,110a4315,org,0.8384926319122314,0.42
3,2,110a4315,opp,0.8660576743287248,0.4876776776776777
3,2,b7061e64,org,0.4291397333145141,0.65
3,2,b7061e64,opp,0.561179892615871,0.6237537537537536
3,2,df225702,org,1.063451886177063,0.51
3,2,df225702,opp,0.8352751773040932,0.513053053053053
3,2,bef33226,org,0.555891215801239,0.66
3,2,bef33226,opp,0.6065915815823071,0.6099899899899901
3,2,bf21141a,org,0.7177760601043701,0.46
3,2,bf21141a,opp,0.7578795021838015,0.5551951951951952
3,2,376d344c,org,0.8915794491767883,0.44
3,2,376d344c,opp,0.8903722827498978,0.49156156156156156
3,2,ded64d08,org,0.5687563419342041,0.62
3,2,ded64d08,opp,0.566338556664842,0.6368868868868869
3,2,31c8dbf4,org,0.707669734954834,0.35
3,2,31c8dbf4,opp,0.7473669796137957,0.525055055055055
3,2,2a7fb5d9,org,0.672970712184906,0.62
3,2,2a7fb5d9,opp,0.6395621708444169,0.5878578578578578
3,2,e12dbbad,org,0.5628548264503479,0.63
3,2,e12dbbad,opp,0.5596663386852773,0.6232032032032031
3,2,5898941e,org,0.4523521065711975,0.6
3,2,5898941e,opp,0.5312577872961253,0.6523923923923924
3,2,ed5a7d40,org,0.681071937084198,0.49
3,2,ed5a7d40,opp,0.7346797056264944,0.5511811811811812
3,2,5ffc72f0,org,0.3584465384483337,0.81
3,2,5ffc72f0,opp,0.4285977670141646,0.7043843843843844
3,2,9ee35c31,org,0.4359241127967834,0.62
3,2,9ee35c31,opp,0.49861695741986606,0.6535635635635635
3,2,f5cac3cc,org,0.6973707675933838,0.42
3,2,f5cac3cc,opp,0.6785743873756569,0.5653153153153153
3,2,9c56c1bf,org,0.4934897720813751,0.66
3,2,9c56c1bf,opp,0.5343900748022326,0.6532032032032031
3,2,444307ac,org,0.3763265311717987,0.78
3,2,444307ac,opp,0.43655471901993853,0.6911811811811812
3,2,4d85a296,org,0.6604186296463013,0.65
3,2,4d85a296,opp,0.7027409030152513,0.5497097097097097
3,2,77a29bdd,org,0.5388829708099365,0.68
3,2,77a29bdd,opp,0.5881293373064952,0.6179479479479479
3,2,34e3591f,org,0.3916762471199035,0.67
3,2,34e3591f,opp,0.49395870294298855,0.6599199199199199
3,2,8fa92361,org,1.0788462162017822,0.53
3,2,8fa92361,opp,0.8365802544731278,0.5127327327327328
3,2,319f8ab8,org,1.0298107862472534,0.4
3,2,319f8ab8,opp,0.5771122715315661,0.6185485485485486
3,2,a88fc8c4,org,0.5426920056343079,0.64
3,2,a88fc8c4,opp,0.5837216193492228,0.6294194194194194
3,2,a4dbbd15,org,0.8118303418159485,0.55
3,2,a4dbbd15,opp,0.7567736195611047,0.5577377377377377
3,2,782c3b08,org,0.5301510095596313,0.65
3,2,782c3b08,opp,0.5682221871238571,0.6368768768768769
3,2,b819ac62,org,0.7249959707260132,0.61
3,2,b819ac62,opp,0.6759230972410323,0.5661761761761762
3,2,19dea87b,org,0.7289009094238281,0.64
3,2,19dea87b,opp,0.7089796366395654,0.5694794794794794
3,2,41c13df6,org,0.6894886493682861,0.55
3,2,41c13df6,opp,0.6189437551541371,0.6047347347347347
3,2,8633e6cb,org,0.5061222314834595,0.7
3,2,8633e6cb,opp,0.5449841971153969,0.658108108108108
3,2,12b6ced1,org,0.4170897305011749,0.68
3,2,12b6ced1,opp,0.4606566124850207,0.6852752752752752
3,2,6ce54b91,org,0.9125819206237792,0.47
3,2,6ce54b91,opp,0.6150635179575976,0.5952952952952953
3,2,7822e828,org,0.938711941242218,0.52
3,2,7822e828,opp,0.8513527264943471,0.49792792792792795
3,2,2af0ed2b,org,0.8480209112167358,0.55
3,2,2af0ed2b,opp,0.7667518734812617,0.5412912912912913
3,2,f1e9af07,org,0.4996017813682556,0.71
3,2,f1e9af07,opp,0.5569024265886428,0.6356256256256256
3,2,1bfe1092,org,0.5804917812347412,0.62
3,2,1bfe1092,opp,0.5420642228157552,0.6312812812812814
3,2,0f55e56d,org,0.7693200707435608,0.65
3,2,0f55e56d,opp,0.7314540533212809,0.5430930930930931
3,2,7145c086,org,0.6596651673316956,0.55
3,2,7145c086,opp,0.6688538384031844,0.5835535535535535
3,2,69b6d303,org,0.6019912958145142,0.64
3,2,69b6d303,opp,0.6195384717441058,0.6037637637637638
3,2,36364d2a,org,0.4185436964035034,0.75
3,2,36364d2a,opp,0.508794838512266,0.6641341341341341
3,2,5408db8c,org,0.6320880055427551,0.6
3,2,5408db8c,opp,0.6743894474761741,0.5655255255255256
3,2,d5d3172d,org,0.6683945655822754,0.47
3,2,d5d3172d,opp,0.7175020657860123,0.5521721721721722
3,2,22fd94f3,org,0.6865549683570862,0.51
3,2,22fd94f3,opp,0.6582665886726227,0.5767767767767769
3,2,9d4b657d,org,0.7086229920387268,0.59
3,2,9d4b657d,opp,0.6581385348652218,0.5896096096096096
3,2,db02b21c,org,0.7105433940887451,0.43
3,2,db02b21c,opp,0.7871575613876244,0.5213413413413412
3,2,4edf01ea,org,0.6963884830474854,0.48
3,2,4edf01ea,opp,0.9436562224790022,0.4680780780780781
3,2,e7caac86,org,0.5411734580993652,0.6
3,2,e7caac86,opp,0.5763483032270953,0.6353353353353353
3,2,c2dcf191,org,0.3183346092700958,0.73
3,2,c2dcf191,opp,0.3975520243754497,0.7060660660660659
3,2,d8b2bd54,org,0.7850580811500549,0.58
3,2,d8b2bd54,opp,0.7091704374915725,0.5580580580580581
3,2,1594b5d3,org,0.2881011068820953,0.77
3,2,1594b5d3,opp,0.4432547624643381,0.684974974974975
3,2,bebf94ae,org,0.7112115621566772,0.56
3,2,bebf94ae,opp,0.7943067829291504,0.5157057057057057
3,2,4f0b263d,org,0.7885996103286743,0.48
3,2,4f0b263d,opp,0.7851511440477572,0.5277677677677678
3,2,a329b45f,org,0.6030346751213074,0.71
3,2,a329b45f,opp,0.6462821263570089,0.5936336336336336
3,2,ebfffaf6,org,0.7290987372398376,0.54
3,2,ebfffaf6,opp,0.7568012106645334,0.5366766766766766
3,2,02dd656c,org,0.4633945524692535,0.75
3,2,02dd656c,opp,0.46061810221638644,0.6838638638638639
3,2,0606d802,org,0.5413984060287476,0.7
3,2,0606d802,opp,0.5744122710075226,0.6243343343343344
3,2,662bdb2a,org,0.6422042846679688,0.57
3,2,662bdb2a,opp,0.5455991553890335,0.6468168168168169
3,2,6dd2db06,org,0.5177608728408813,0.65
3,2,6dd2db06,opp,0.5842162098015871,0.6104504504504504
3,2,13d5aa4c,org,0.4458528757095337,0.67
3,2,13d5aa4c,opp,0.534303401892369,0.6422022022022021
3,2,7e35fbbe,org,0.6411397457122803,0.65
3,2,7e35fbbe,opp,0.6953665587279174,0.5768668668668668
3,2,229cc128,org,0.7375993132591248,0.51
3,2,229cc128,opp,0.7994573130025281,0.5258358358358359
3,2,b6494e6f,org,0.5116786360740662,0.61
3,2,b6494e6f,opp,0.5515001815360587,0.6284984984984985
3,2,00bb5bdf,org,0.3189729452133178,0.8
3,2,00bb5bdf,opp,0.39521795030948037,0.7227327327327328
3,2,7e606e0a,org,0.5697436928749084,0.6
3,2,7e606e0a,opp,0.43437743013924185,0.7165065065065065
3,2,496ec8ea,org,0.7186965942382812,0.51
3,2,496ec8ea,opp,0.7281247507463824,0.5440140140140141
3,2,f024f701,org,0.7835779786109924,0.49
3,2,f024f701,opp,0.8482211295429531,0.4926426426426426
3,2,cd157954,org,0.5560540556907654,0.57
3,2,cd157954,opp,0.6170529562670428,0.6102002002002002
3,2,679c3f82,org,0.6992834210395813,0.6
3,2,679c3f82,opp,0.620095531205396,0.5992792792792794
3,2,2542c9ac,org,0.7255481481552124,0.52
3,2,2542c9ac,opp,0.7760862749260109,0.5133133133133133
3,2,706c9769,org,0.7493123412132263,0.39
3,2,706c9769,opp,0.8093796277547384,0.5169769769769769
3,2,f838a31f,org,0.3285107314586639,0.84
3,2,f838a31f,opp,0.5700842988145005,0.6077977977977977
3,2,89a8addd,org,0.3499357998371124,0.75
