id,agent,n_steps_src,n_steps_trg,nllik_org,nllik_opp
66cf21fac640537abe16a607,80.0,3,2,0.8098249435424805,0.5798786878585815
60ce038ef5cec7f1cb716182,81.0,3,2,0.6848172545433044,0.5816141963005066
603e8ed1b54e6cf4fafcaa1a,84.0,3,2,0.5228387713432312,0.5839107036590576
61267b828ead584bcf092e35,86.0,3,2,0.4497924745082855,0.5845805406570435
5faacca24cd0384c1fa08be1,87.0,3,2,0.7011703848838806,0.5804098844528198
65391353897d68dd53a067da,88.0,3,2,0.6538887023925781,0.5815687775611877
6630ec3fa1752b4b2743c4cc,89.0,3,2,0.5208158493041992,0.5838647484779358
612f7826436df8fb008c4f0d,90.0,3,2,0.6994891166687012,0.5810795426368713
66378dbfb9c884b35b7c3c09,92.0,3,2,0.5361838936805725,0.5828344821929932
5d612ae16512d700159face7,93.0,3,2,0.576771080493927,0.5822802782058716
66c34db91daa2cac0b579ee5,94.0,3,2,0.4429705440998077,0.585856556892395
66559244530907c5dd7b77be,95.0,3,2,0.7098774909973145,0.580716073513031
60ebfc77adae0f59618d6471,96.0,3,2,0.505706250667572,0.5848957300186157
5ee9193db78df9119fe4f7c1,97.0,3,2,0.5518280267715454,0.5828160047531128
66c856fd76895ebe2db7c327,33.0,3,2,0.6575936675071716,0.5364833474159241
66a4f41f0a2e0870ee52c6bf,38.0,3,2,0.7101577520370483,0.5314744114875793
65a9ca4a57dfdc3964333913,42.0,3,2,0.5175316333770752,0.5509204864501953
64b6b65f87a443a4963be23a,46.0,3,2,0.6037754416465759,0.5486657023429871
5d7df958cb6cf00001399929,51.0,3,2,0.4343396425247192,0.5601747035980225
668946f774f64ae752e01a90,58.0,3,2,0.437563419342041,0.56625896692276
65dc9f26bed0f87772f68eed,68.0,3,2,0.4721441566944122,0.5624163150787354
5e39cf6d0331aa07667a58ae,69.0,3,2,0.6316538453102112,0.5372375845909119
66ce71d5f8614777651a8931,79.0,3,2,0.6207488775253296,0.5384378433227539
5dd6023dcaee3e5b7ba7a5bc,83.0,3,2,0.4165131747722626,0.5690581798553467
64e7533f36d388e8b31d3309,4.0,3,1,0.529586911201477,0.6139158606529236
6646052f36c0bd14aafa0f0f,7.0,3,1,0.576729953289032,0.542863667011261
607ec7379eac7be04ab448e3,15.0,3,1,0.6990734934806824,0.5340577960014343
5e13ff1b94d5eea33e200fce,20.0,3,1,0.5692017674446106,0.5854494571685791
6006ae13a40ec00348555219,22.0,3,1,0.8540405035018921,0.5620543956756592
6692d088fc492a0498191caf,31.0,3,1,0.4635155797004699,0.5545336604118347
61190367632a534f9e11b013,34.0,3,1,0.6577800512313843,0.560578465461731
666b0a3508c2f3faa9cd0057,37.0,3,1,0.4610235095024109,0.5598198771476746
66d9ae66f6f721f4db56007c,39.0,3,1,0.4455040097236633,0.5457855463027954
66159b3aa54492fae356f2d1,40.0,3,1,0.3775687515735626,0.5562113523483276
5f4469a101c96e20702a9ece,43.0,3,1,0.4014404714107513,0.5671277046203613
66aa651e21c9af8ebcd8081e,47.0,3,1,0.5762353539466858,0.5476346015930176
5ed9c3054268815691ed0e2c,49.0,3,1,0.3318991959095001,0.5626717805862427
5e9fd839311b8018f88c99eb,63.0,3,1,0.6045981645584106,0.5403714776039124
66715c98b42ef93f2389ce3f,67.0,3,1,0.5989575982093811,0.5821319222450256
66dae86be0d77b33d6805623,72.0,3,1,0.7243253588676453,0.5347898602485657
5e3c407472a17401e4754bd0,75.0,3,1,0.6407164335250854,0.5806159973144531
64e114532a07493224e3a5a1,82.0,3,1,0.546721875667572,0.5503612756729126
615e056d45156d8d481b5856,85.0,3,1,0.4639259278774261,0.5464953184127808
66ce527e14f31490d3e5e44b,91.0,3,1,0.5565319657325745,0.5618881583213806
e4cb,9.0,2,3,0.4858824014663696,0.6017615795135498
eaa9,21.0,2,3,0.488892525434494,0.5731678605079651
27ee,36.0,2,3,0.5102814435958862,0.5773300528526306
8e24,39.0,2,3,0.5354717969894409,0.5789498686790466
1f90,47.0,2,3,0.5599986910820007,0.570708692073822
b1d4,58.0,2,3,0.6007818579673767,0.5673440098762512
d098,67.0,2,3,0.591888964176178,0.5670540928840637
afaa,70.0,2,3,0.6434565782546997,0.565235435962677
a49e,81.0,2,3,0.6404604911804199,0.5637866854667664
2ba3,87.0,2,3,0.5204848647117615,0.5729114413261414
1596,88.0,2,3,0.6846711039543152,0.5858768224716187
12bd,103.0,2,3,0.6059470772743225,0.5794133543968201
cd15,117.0,2,3,0.5711991190910339,0.5736562609672546
1e37,140.0,2,3,0.6904613971710205,0.5778290629386902
d74e,165.0,2,3,0.6051916480064392,0.5679316520690918
