id,n_steps,nllik_org,nllik_opp,match_org,match_opp
5e13ff1b94d5eea33e200fce,2,0.7185247720933134,0.6314584513968052,0.5,0.5849583333333334
65b84104763d1e7cd0d60507,2,0.4063488662826576,0.6347398667295969,0.7233333333333334,0.5866666666666667
6646052f36c0bd14aafa0f0f,2,0.6220253657925329,0.6328217336815595,0.6133333333333333,0.5832083333333333
5ce031fc7f65ee001a985a6b,2,0.6346256573504799,0.6328454799438599,0.5466666666666666,0.5875416666666666
66c34db91daa2cac0b579ee5,2,0.3834235156658522,0.6353795632851217,0.67,0.5837916666666667
60e20896098befdcf5e59441,2,0.7755101789605786,0.6310290265681616,0.5033333333333333,0.5829166666666666
66559244530907c5dd7b77be,2,0.7758095436187188,0.6308063769456042,0.5166666666666667,0.5889166666666666
66dae86be0d77b33d6805623,2,0.6068283887119603,0.6329459447187198,0.6233333333333333,0.5869583333333334
61232b43bd4b37c8d76a7b37,2,0.7602281921759969,0.6306641814427212,0.5333333333333333,0.5828333333333333
6681e779f60d20a3b2b27bb3,2,0.8253730123741637,0.6305850768854543,0.45666666666666667,0.5872083333333333
5e7414b9929931398ae59f02,2,0.7519333484975582,0.6319517236368387,0.52,0.588625
612520bd6605794b27e6a0fd,2,0.5304066009368591,0.6337489045601883,0.65,0.5895
66c856fd76895ebe2db7c327,2,0.7601002968468441,0.6311398211575919,0.48333333333333334,0.5860416666666667
666c6160d7613a472a88bc12,2,0.5752789872125084,0.6329935726974245,0.5966666666666667,0.5868333333333333
60db30cbbbee552378774e50,2,0.7317379537139177,0.6309956094914141,0.5533333333333333,0.5834166666666667
65ab079fde17d72bca5e774b,2,0.5758640784813088,0.6328941212631731,0.5566666666666666,0.5820833333333333
5fbdc4f0784d3f225d8d96d1,2,0.5120126050048853,0.6317351662502474,0.6333333333333333,0.5793333333333334
664382feed568375e3bf2618,2,0.6136720416667194,0.6332355571771923,0.6,0.5872083333333333
64e114532a07493224e3a5a1,2,0.4772379455054092,0.634412671004653,0.6666666666666666,0.5839583333333334
5ee9193db78df9119fe4f7c1,2,0.7051194162095972,0.6322376072441568,0.55,0.5873333333333334
66ce71d5f8614777651a8931,2,0.6874090524167658,0.6324632966193884,0.6,0.586375
669f5d4b56cd9e5a3615a8ed,2,0.7270561113646865,0.6320734814313507,0.54,0.5891666666666666
65dc9f26bed0f87772f68eed,2,0.5420631521374785,0.6335305992590962,0.6433333333333333,0.585875
65fd910b6214e647ea9c6175,2,0.7697802407986043,0.6317324646662414,0.47,0.5926666666666667
5d612ae16512d700159face7,2,0.5783969293739758,0.63312195291623,0.62,0.5836666666666667
5dd6023dcaee3e5b7ba7a5bc,2,0.3889756903270374,0.634880042771302,0.7166666666666667,0.585125
5e23c2569138e066e7e892f7,2,0.46484825899985327,0.6341287086035484,0.6866666666666666,0.5838333333333333
666ee913519a8d810a4c38d9,2,0.5937291070990581,0.6332682515095538,0.62,0.583125
61190367632a534f9e11b013,2,0.6402344780043875,0.6329424547940261,0.5966666666666667,0.5821666666666667
60ebfc77adae0f59618d6471,2,0.6191048798954081,0.6330982383418298,0.5866666666666667,0.5883333333333334
65391353897d68dd53a067da,2,0.7101772524073089,0.6308854991132725,0.5,0.5872083333333333
66301c9c390de66737e2ae4c,2,0.6311231698798746,0.6329487427719851,0.6266666666666667,0.5872083333333333
5e248b6f0c0b31718a9d3f31,2,0.5157394225802805,0.6338566258387079,0.6666666666666666,0.5836666666666667
66daf1642fab82cb5a1df01b,2,0.6631991570571814,0.6327790058518515,0.5633333333333334,0.584625
5e9fd839311b8018f88c99eb,2,0.7736091248155148,0.630758288503153,0.5066666666666667,0.5866666666666667
614f11b6fe832a304632a860,2,0.6987263984002342,0.6324276260117094,0.5633333333333334,0.5829583333333334
5e15bb77e78021b9d45d8cf4,2,0.6446528874997656,0.632423113389592,0.5933333333333334,0.5867083333333334
66cf21fac640537abe16a607,2,0.7435309719148027,0.6304937142684481,0.5233333333333333,0.5839166666666666
607ec7379eac7be04ab448e3,2,0.69781165874684,0.6317261913059825,0.5266666666666666,0.588125
661564c766603e80ca4c3184,2,0.5762631486819546,0.6335336536164987,0.59,0.59175
5d585e287d795e001788bf4c,2,0.7475065209799184,0.6315102419015893,0.5633333333333334,0.5880416666666667
66378dbfb9c884b35b7c3c09,2,0.6401209880391275,0.6326119714923513,0.5966666666666667,0.59
60e20b0026ccfc52c0877202,2,0.8331681277809955,0.6291583350957097,0.4633333333333333,0.592875
5c5fbade4cc94200016a5c15,2,0.6878657802423298,0.6323883433738977,0.52,0.5855833333333333
666b0a3508c2f3faa9cd0057,2,0.47807131628444743,0.6344961202248909,0.69,0.584875
5faacca24cd0384c1fa08be1,2,0.7066967409643484,0.6314880186608737,0.5233333333333333,0.58525
5dfbefa35777b591c3999842,2,0.7568519122080473,0.6304335811792737,0.5233333333333333,0.5852083333333333
